,gene_name,cistron_name,monomer_name,max_mRNA_count_basal,max_protein_count_basal,prob_monomer_expressed_basal,expression_status_basal,log2_max_mRNA_basal,log2_max_Protein_basal,log2_max_mRNA_1_basal,log2_max_Protein_1_basal,mean_mRNA_count_basal,mean_protein_count_basal,log2_mean_mRNA_1_basal,log2_mean_Protein_1_basal,mean_mRNA_count_min_aa,mean_protein_count_min_aa,prob_monomer_expressed_min_aa,expression_status_min_aa,mean_mRNA_count_acetate,mean_protein_count_acetate,prob_monomer_expressed_acetate,expression_status_acetate
404,EG10167,EG10167_RNA,EG10167-MONOMER[i],6,545,1.0,always_expressed,2.584962500721156,9.090112419664289,2.807354922057604,9.092757140919852,0.6432617239851816,185.44021691594503,0.7165622781117854,7.542569286284795,1.0280828599136982,251.3024267578056,1.0,always_expressed,0.1197472967598116,108.90240586064324,1.0,always_expressed
405,EG10168,EG10168_RNA,EG10168-MONOMER[p],10,960,1.0,always_expressed,3.321928094887362,9.906890595608518,3.4594316186372973,9.90839262077375,1.447792609396117,288.7034835493182,1.2914813300606327,8.178433222222566,2.194940030357546,401.9120397913877,1.0,always_expressed,0.0679486823727465,39.89520955314445,1.0,always_expressed
406,EG10169,EG10169_RNA,EG10169-MONOMER[i],9,462,1.0,always_expressed,3.169925001442312,8.851749041416058,3.321928094887362,8.854868383260236,1.4897015712862878,173.59994272380743,1.3159728236476569,7.447909275476943,1.3813762560825134,133.67760797304453,1.0,always_expressed,0.1459888447984016,210.8084376242936,1.0,always_expressed
407,EG10201,EG10201_RNA,EG10201-MONOMER[p],8,2142,1.0,always_expressed,3.0,11.064742764750257,3.169925001442312,11.065416134676548,1.0766513459905254,856.7665783541136,1.0542590189590877,9.744441294297827,1.6352621781610257,1117.5467822847106,1.0,always_expressed,0.0654142501688079,202.89191664122984,1.0,always_expressed
408,EG10202,EG10202_RNA,EG10202-MONOMER[p],6,310,1.0,always_expressed,2.584962500721156,8.276124405274238,2.807354922057604,8.280770770130603,0.2528588720257996,103.1350603657212,0.3252239117902002,6.702312069169829,0.378341921385599,138.02150728481712,1.0,always_expressed,0.0206916964971187,22.09917584704609,1.0,always_expressed
409,EG10203,EG10203_RNA,EG10203-MONOMER[p],6,974,1.0,always_expressed,2.584962500721156,9.927777962082342,2.807354922057604,9.929258408636972,0.3650990483123273,316.52395019510584,0.4490056334343319,8.310721605358896,0.2088707078079097,156.85232005202528,1.0,always_expressed,0.0165015585833078,46.90732672901,1.0,always_expressed
410,EG10204,EG10204_RNA,EG10204-MONOMER[c],5,167,1.0,always_expressed,2.321928094887362,7.383704292474052,2.584962500721156,7.392317422778761,0.5199253434455439,40.57371770455077,0.6040004622964671,5.377599860749509,1.904737225479324,125.3812541443446,1.0,always_expressed,0.1010257975599152,104.09604018092516,1.0,always_expressed
411,EG10210,EG10210_RNA,EG10210-MONOMER[c],4,597,0.9844216108717267,subgen,2.0,9.221587121264806,2.321928094887362,9.224001674198105,0.111096063178744,63.30128617499429,0.1519835546930803,6.006775689979125,0.1541291516216013,79.01391505850714,0.9871794871794872,subgen,0.0271572735429327,36.55680735540325,0.8571428571428571,subgen
412,EG10211,EG10211_RNA,EG10211-MONOMER[c],4,521,0.9993370898243288,subgen,2.0,9.025139562278508,2.321928094887362,9.027905996569885,0.247295604404906,84.42691501398048,0.3188034190324467,6.416618778779319,0.4419521975143162,129.65997276624265,1.0,always_expressed,0.0199332167864509,36.00936074959995,0.7857142857142857,subgen
413,EG10212,EG10212_RNA,EG10212-MONOMER[c],7,2051,1.0,always_expressed,2.807354922057604,11.002111776479852,3.0,11.002815015607053,0.5687899769484486,517.1505771352311,0.6496522232453505,9.017227602972559,0.9658726090592712,888.0605276646982,1.0,always_expressed,0.0532415757878476,139.6907345228515,1.0,always_expressed
414,EG10215,EG10215_RNA,EG10215-MONOMER[c],10,1924,1.0,always_expressed,3.321928094887362,10.909893083770042,3.4594316186372973,10.910642730469625,1.1140445174269165,833.7189361299916,1.0800057572290238,9.705146689503541,1.624908238708569,1034.4457291419662,1.0,always_expressed,0.0343073322788615,87.0853659664604,1.0,always_expressed
415,EG10216,EG10216_RNA,EG10216-MONOMER[i],6,847,1.0,always_expressed,2.584962500721156,9.726218159332198,2.807354922057604,9.727920454563199,0.4709027066527849,129.4948924025811,0.5567018222068363,7.027849530288877,0.8063464026023999,189.56672199558977,1.0,always_expressed,0.0555817631878347,21.212855306120563,1.0,always_expressed
416,EG10218,EG10218_RNA,EG10218-MONOMER[i],6,604,1.0,always_expressed,2.584962500721156,9.238404739325079,2.807354922057604,9.240791332161956,0.4832072128501818,138.60942715342966,0.5687201649322612,7.1252525528717445,0.7547286350605518,197.40162550601823,1.0,always_expressed,0.028119247810121,5.9268252074257015,1.0,always_expressed
417,EG10226,EG10226_RNA,EG10226-MONOMER[c],13,3266,1.0,always_expressed,3.700439718141092,11.673309075561695,3.807354922057604,11.673750739438063,2.091718088273052,1325.485278889914,1.6284087761862773,10.373392949531096,3.531499858719559,1750.403937109615,1.0,always_expressed,0.2680393299479239,274.46754724311126,1.0,always_expressed
418,EG10227,EG10227_RNA,EG10227-MONOMER[c],1,168,0.2820682797480941,subgen,0.0,7.392317422778761,1.0,7.400879436282184,0.0050899631231607,3.8354776636956407,0.007324639257846842,2.273658410696309,0.0119612707004244,7.782178217821782,0.3076923076923077,subgen,0.0,0.0,0.0,never_expressed
419,EG10228,EG10228_RNA,EG10228-MONOMER[c],2,327,0.8899569108385814,subgen,1.0,8.353146825498083,1.584962500721156,8.357552004618084,0.0520599678914743,31.53009680522991,0.07321694124037502,5.02370321054084,0.1072311447407468,53.62136983811676,0.8974358974358975,subgen,0.0057533460979918,3.032734874342111,0.2857142857142857,subgen
420,EG10229,EG10229_RNA,EG10229-MONOMER[i],4,370,0.9996685449121644,subgen,2.0,8.531381460516313,2.321928094887362,8.535275376620802,0.2042756818829477,70.81211222183661,0.2681656905681105,6.166155292259429,0.3344484312191437,98.57464505951528,1.0,always_expressed,0.0071870577462052,11.024271350741367,1.0,always_expressed
421,EG10230,EG10230_RNA,EG10230-MONOMER[c],26,16782,1.0,always_expressed,4.700439718141092,14.034627039197348,4.754887502163468,14.034713003448283,6.103938655222714,7471.428174102696,2.82861912360974,12.867361409270192,11.028133976455154,11276.763804660975,1.0,always_expressed,0.473716828074849,1174.529187594232,1.0,always_expressed
422,EG10236,EG10236_RNA,EG10236-MONOMER[c],32,2083,1.0,always_expressed,5.0,11.024447124040647,5.044394119358453,11.025139562278508,7.548351122810878,1110.7758688064823,3.0956461677935048,10.118650258377487,10.800469420239027,1490.5773499765005,1.0,always_expressed,0.3246940644337764,383.6768413944927,1.0,always_expressed
423,EG10237,EG10237_RNA,EG10237-MONOMER[c],5,525,1.0,always_expressed,2.321928094887362,9.036173612553485,2.584962500721156,9.038918989292302,0.3601374628621732,134.73903358416356,0.44375246542247593,7.084691836549651,0.5529191094930517,183.2587405736128,1.0,always_expressed,0.0327533738472495,10.506118711324472,0.6428571428571429,subgen
424,EG10238,EG10238_RNA,EG10238-MONOMER[c],25,989,1.0,always_expressed,4.643856189774724,9.94982671075911,4.700439718141092,9.951284714966972,5.897977134666768,387.0802910646318,2.7861733465781904,8.600211356458187,8.596166543371675,514.2592488992195,1.0,always_expressed,0.4296140078252907,366.0504666500171,1.0,always_expressed
425,EG10239,EG10239_RNA,EG10239-MONOMER[c],2,28,0.9993370898243288,subgen,1.0,4.807354922057604,1.584962500721156,4.857980995127572,0.0126670673178659,2.55430375568177,0.0181599399062503,1.8295669813354896,1.8191042394071617,82.68775318661939,1.0,always_expressed,0.1018120265282903,137.0443895625792,1.0,always_expressed
426,EG10240,EG10240_RNA,EG10240-MONOMER[c],8,1192,1.0,always_expressed,3.0,10.219168520462162,3.169925001442312,10.220378327695228,0.9394360693295865,426.1494069233656,0.9556372203234077,8.738596969049228,1.4270233276016544,569.0734686691098,1.0,always_expressed,0.0662652274051669,70.30725828084098,1.0,always_expressed
427,EG10241,EG10241_RNA,EG10241-MONOMER[c],20,11152,1.0,always_expressed,4.321928094887363,13.445014845868423,4.392317422778761,13.445144206553637,4.852882713593644,5450.956153381693,2.5491473686711377,12.412558244172569,7.192597188874201,6601.63464735976,1.0,always_expressed,0.2637104457455763,699.3881288675528,1.0,always_expressed
428,EG10242,EG10242_RNA,EG10242-MONOMER[c],7,511,1.0,always_expressed,2.807354922057604,8.997179480937621,3.0,9.0,0.4908865959601944,162.03792361105232,0.576170523437537,7.3490637728930945,0.1123314396547929,33.42470036477332,0.9743589743589745,subgen,0.0222641544338688,35.17753975081167,1.0,always_expressed
429,EG10243,EG10243_RNA,EG10243-MONOMER[c],7,770,1.0,always_expressed,2.807354922057604,9.588714635582264,3.0,9.590587049915035,0.5611959438298304,333.6806647706272,0.6426516196034463,8.386641395578707,0.8666681812308579,435.2469326525367,1.0,always_expressed,0.0430945972195243,80.86493511298573,1.0,always_expressed
430,EG10244,EG10244_RNA,EG10244-MONOMER[c],5,826,1.0,always_expressed,2.321928094887362,9.689997971419446,2.584962500721156,9.691743519171276,0.3601374628621732,216.91333449014317,0.44375246542247593,7.767610669910047,0.5529191094930517,268.3403481320454,1.0,always_expressed,0.0327533738472495,23.62358131919971,0.7142857142857143,subgen
431,EG10246,EG10246_RNA,EG10246-MONOMER[i],13,691,1.0,always_expressed,3.700439718141092,9.432541900388259,3.807354922057604,9.434628227636725,2.514478462176552,344.260703312144,1.813310613662768,8.431542329460074,3.9092383209352057,482.5044819267528,1.0,always_expressed,0.1177216009471746,120.8263358955148,1.0,always_expressed
432,EG10252,EG10252_RNA,EG10252-MONOMER[c],1,183,0.3099105071262844,subgen,0.0,7.515699838284043,1.0,7.523561956057013,0.0140834539519162,7.8263261695770305,0.020176383749870127,3.1418130618999545,0.020834250354621,9.199909694110096,0.2769230769230769,subgen,0.0040143926149975,18.20109887060521,0.8571428571428571,subgen
433,EG10253,EG10253_RNA,EG10253-MONOMER[c],1,173,0.2903546569439841,subgen,0.0,7.434628227636725,1.0,7.442943495848728,0.0140834539519162,7.745314920307091,0.020176383749870127,3.1285103367809928,0.020834250354621,9.1691858128879,0.2487179487179487,subgen,0.0040143926149975,16.570950227081426,0.8571428571428571,subgen
434,EG10255,EG10255_RNA,EG10255-MONOMER[p],3,2295,0.9973483592973152,subgen,1.584962500721156,11.16427843830117,2.0,11.164906926675688,0.104755475801514,260.69122700840524,0.14372708193638542,8.031721749760141,0.1351847933968787,285.2795293870417,0.9871794871794872,subgen,0.001091470803156,11.340252148255034,0.7142857142857143,subgen
435,EG10266,EG10266_RNA,EG10266-MONOMER[m],1,80,0.0745773947630096,subgen,0.0,6.321928094887363,1.0,6.339850002884624,0.0010502986544326,0.5752822192690655,0.0015144654788224589,0.6556103174162068,0.0017762998155544,0.8263627882937441,0.0333333333333333,subgen,0.0,0.0,0.0,never_expressed
436,EG10270,EG10270_RNA,EG10270-MONOMER[c],9,1178,1.0,always_expressed,3.169925001442312,10.20212382383046,3.321928094887362,10.203348002979762,1.3857029594580488,412.8880243381496,1.2544144262711545,8.693096695221607,2.154979674075252,753.2594065085557,1.0,always_expressed,0.079122383476242,100.89494131031996,1.0,always_expressed
437,EG10271,EG10271_RNA,EG10271-MONOMER[i],25,7915,1.0,always_expressed,4.643856189774724,12.950373635024544,4.700439718141092,12.950555897047511,4.352613261554696,2819.0169719515948,2.420243418430397,11.461488130008396,2.987638316391513,1513.8131605215592,1.0,always_expressed,0.234721721193958,576.6047673224741,1.0,always_expressed
438,EG10272,EG10272_RNA,EG10272-MONOMER[i],26,3590,1.0,always_expressed,4.700439718141092,11.809768128710413,4.754887502163468,11.810169937664659,4.706196409375238,1324.8188936666074,2.5125294058672187,10.372668002002708,3.518172640439148,801.0178467724874,1.0,always_expressed,0.2497063203559305,255.9730184717559,1.0,always_expressed
439,EG10280,EG10280_RNA,EG10280-MONOMER[o],5,1752,1.0,always_expressed,2.321928094887362,10.774787059601174,2.584962500721156,10.775610280759539,0.4707383550164634,429.86918385657816,0.5565406133537105,8.75110610909305,0.4206749371337535,320.5182535749631,1.0,always_expressed,0.005845843623683,59.23721915438762,1.0,always_expressed
440,EG10284,EG10284_RNA,EG10284-MONOMER[c],4,1012,1.0,always_expressed,2.0,9.98299357469431,2.321928094887362,9.984418458801137,0.2637350002680413,149.68091306151123,0.33769396835591575,7.235352870310464,0.3373379357152695,175.78505636308648,1.0,always_expressed,0.0115899399691058,39.60547030366938,0.9285714285714286,subgen
441,EG10286,EG10286_RNA,EG10286-MONOMER[o],4,329,1.0,always_expressed,2.0,8.361943773735241,2.321928094887362,8.366322214245816,0.3476756587467517,91.4275117585484,0.4304733289973311,6.530250439709006,0.5105307174916545,105.96214394134093,1.0,always_expressed,0.0583566889585703,34.31740525940931,1.0,always_expressed
442,EG10292,EG10292_RNA,EG10292-MONOMER[i],18,2137,1.0,always_expressed,4.169925001442312,11.061371192659811,4.247927513443585,11.06204613772049,3.961045840704469,979.6309917810074,2.310644287980735,9.937566546933942,5.9095436002800055,1233.892474935146,1.0,always_expressed,0.2116805875442831,143.89835446901796,1.0,always_expressed
443,EG10293,EG10293_RNA,EG10293-MONOMER[o],20,5387,1.0,always_expressed,4.321928094887363,12.395266349839096,4.392317422778761,12.395534135462302,4.740026747699782,2445.771417910237,2.5210574596681967,11.256663613030378,7.243894058128027,3239.3691665021943,1.0,always_expressed,0.3137701066496471,421.83542840229023,1.0,always_expressed
444,EG10297,EG10297_RNA,EG10297-MONOMER[i],13,2505,1.0,always_expressed,3.700439718141092,11.290594888082572,3.807354922057604,11.29117069932186,2.7154276105106048,1014.9781595720368,1.893528260847689,9.988653673567653,4.121646009431002,1504.4847992184848,1.0,always_expressed,0.2441934678247357,181.39234675472431,1.0,always_expressed
445,EG10299,EG10299_RNA,EG10299-MONOMER[c],13,3060,1.0,always_expressed,3.700439718141092,11.579315937580015,3.807354922057604,11.579787329526992,2.7154276105106048,1326.9693022179713,1.893528260847689,10.37500608191185,4.121646009431002,2029.565029470106,1.0,always_expressed,0.2441934678247357,307.223215028998,1.0,always_expressed
446,EG10300,EG10300_RNA,EG10300-MONOMER[c],8,1328,1.0,always_expressed,3.0,10.375039431346925,3.169925001442312,10.376125389276174,0.9576311356768606,581.5363259438581,0.9691089524480972,9.186204206279863,1.5115487886089627,765.6317180979535,1.0,always_expressed,0.0756814755205298,81.82032355634487,1.0,always_expressed
447,EG10302,EG10302_RNA,EG10302-MONOMER[o],12,2386,1.0,always_expressed,3.584962500721156,11.220378327695228,3.700439718141092,11.220982851081777,2.356696659076866,1149.7391196395267,1.7470421681886041,10.168345086453687,3.587138794189185,1467.71429545077,1.0,always_expressed,0.1509467121754493,213.54706736594795,1.0,always_expressed
448,EG10306,EG10306_RNA,EG10306-MONOMER[o],16,1970,1.0,always_expressed,4.0,10.943979914343739,4.087462841250339,10.944712061043486,2.096998501790233,835.3118865028512,1.6308706850919032,9.707897257917136,3.373595182549949,1462.0360854384592,1.0,always_expressed,0.1650155858330789,139.59948571375716,1.0,always_expressed
449,EG10307,EG10307_RNA,EG10307-MONOMER[c],4,592,0.9993370898243288,subgen,2.0,9.20945336562895,2.321928094887362,9.211888294546004,0.1628146311046405,107.59399573391116,0.21762112939837205,6.762800527130809,0.2201972814519369,110.87949559332816,1.0,always_expressed,0.0399681808511622,42.42502613055101,0.8571428571428571,subgen
450,EG10308,EG10308_RNA,EG10308-MONOMER[e],44,57005,1.0,always_expressed,5.459431618637297,15.798800845473188,5.491853096329675,15.798826153470502,15.9598664590052,27546.794397513702,4.084052905136974,14.749649194202544,20.68279204229042,29593.2280550298,1.0,always_expressed,0.867062556076625,3401.0159003246663,1.0,always_expressed
451,EG10309,EG10309_RNA,EG10309-MONOMER[c],2,800,0.9098442161087172,subgen,1.0,9.643856189774725,1.584962500721156,9.64565843240871,0.0674455382410283,56.52546321768057,0.09416246449312685,5.846128790532033,0.0347223306871057,27.96577321578422,0.7743589743589744,subgen,0.0023586869051252,5.3279777265958135,0.4285714285714285,subgen
452,EG10310,EG10310_RNA,EG10310-MONOMER[p],6,983,1.0,always_expressed,2.584962500721156,9.94104760634058,2.807354922057604,9.94251450533924,0.4556539784381939,234.3711807642281,0.5416674551801073,7.878793875003132,0.2659622049972099,122.36843951138266,0.9923076923076924,subgen,0.0332621102385511,66.49189259187317,1.0,always_expressed
453,EG10311,EG10311_RNA,EG10311-MONOMER[o],5,114,0.976798143851508,subgen,2.321928094887362,6.832890014164741,2.584962500721156,6.845490050944375,0.1932613007620837,19.193376276370326,0.25490999947514936,4.335810240323953,0.1650155550475454,12.749365657919585,0.9487179487179488,subgen,0.0232631277113337,7.714256643634783,0.7857142857142857,subgen
454,EG10312,EG10312_RNA,EG10312-MONOMER[c],1,437,0.4000662910175671,subgen,0.0,8.7714894695006,1.0,8.774787059601174,0.015414490594572,8.700863798342658,0.02206875348011435,3.2781132155575765,0.0074601752445429,3.5502638891452603,0.1512820512820512,subgen,0.0,0.0,0.0,never_expressed
455,EG10313,EG10313_RNA,EG10313-MONOMER[l],4,793,1.0,always_expressed,2.0,9.63117705570398,2.321928094887362,9.632995197142957,0.1704051373641101,108.67134610338492,0.2270080071535098,6.777042830972629,0.1476217319136187,73.15806512531363,0.953846153846154,subgen,0.0075847971066773,18.95401023022634,0.6428571428571429,subgen
456,EG10314,EG10314_RNA,EG10314-MONOMER[l],4,1262,0.9990056347364932,subgen,2.0,10.30149619498255,2.321928094887362,10.302638923787553,0.2129510500165057,136.04531872931497,0.278521330076402,7.098509238395557,0.1865611772707458,95.31344947200871,0.9923076923076924,subgen,0.0303299386741404,74.41919878643246,1.0,always_expressed
457,EG10315,EG10315_RNA,EG10315-MONOMER[l],4,738,1.0,always_expressed,2.0,9.527477006060396,2.321928094887362,9.52943055414615,0.2655534488450242,160.6451457721423,0.3397684389028137,7.336686373541787,0.2829570351270033,141.17655085456917,1.0,always_expressed,0.0096844909398673,26.127554087928143,1.0,always_expressed
458,EG10320,EG10320_RNA,EG10320-MONOMER[c],17,4133,1.0,always_expressed,4.087462841250339,12.01297364837454,4.169925001442312,12.013322673425447,3.099228887515765,1706.592377610934,2.0353525475878866,10.737747912440243,5.128643295994593,2331.9088549468743,1.0,always_expressed,0.2402715727354293,308.7889021468676,1.0,always_expressed
459,EG10321,EG10321_RNA,EG10321-MONOMER[e],412,12712,1.0,always_expressed,8.686500527183219,13.63390340934852,8.689997971419446,13.634016895684145,136.05065416183487,5326.727299723776,7.098565404138943,12.379304524465276,219.8885190827989,53441.9958070237,1.0,always_expressed,13.471219394881189,7916.118239587091,1.0,always_expressed
460,EG10322,EG10322_RNA,EG10322-MONOMER[j],10,2792,1.0,always_expressed,3.321928094887362,11.447083226209653,3.4594316186372973,11.44759985827995,1.2903338665944366,814.9357180544152,1.1955579182224685,9.672311686460269,2.0385589111040745,1041.3209096472533,1.0,always_expressed,0.1203115316665279,134.97910480894635,1.0,always_expressed
461,EG10329,EG10329_RNA,EG10329-MONOMER[c],2,407,0.927411335764004,subgen,1.0,8.668884984266247,1.584962500721156,8.672425341971495,0.0819980644596992,35.26857032416068,0.11369791839126142,5.180647971519083,0.0850692842122302,32.28036997016782,0.9205128205128204,subgen,0.0008324777312206,2.759543432213188,0.5,subgen
462,EG10335,EG10335_RNA,EG10335-MONOMER[c],18,9195,1.0,always_expressed,4.169925001442312,13.1666338592993,4.247927513443585,13.16679075071818,4.852951134661125,4262.047329744401,2.5491642338916813,12.057669357324595,8.227421752644217,6254.23637850663,1.0,always_expressed,0.3155830581531944,683.5298998251797,1.0,always_expressed
463,EG10339,EG10339_RNA,EG10339-MONOMER[c],4,232,0.9990056347364932,subgen,2.0,7.857980995127572,2.321928094887362,7.864186144654281,0.2244182798520412,41.4491314051289,0.292096488735322,5.407663128516473,0.2139852017612488,35.5583346230794,0.953846153846154,subgen,0.0319486453737362,28.680828037849988,1.0,always_expressed
464,EG10341,EG10341_RNA,EG10341-MONOMER[i],4,107,0.9761352336758368,subgen,2.0,6.741466986401147,2.321928094887362,6.754887502163468,0.1905258688064826,12.276550901041976,0.2515989691116938,3.730808494263425,0.5789289096699717,40.731933497379565,1.0,always_expressed,0.0716023346375484,35.472162869643235,0.8571428571428571,subgen
465,EG10342,EG10342_RNA,EG10342-MONOMER[i],5,294,0.9996685449121644,subgen,2.321928094887362,8.199672344836364,2.584962500721156,8.204571144249204,0.3108002302333652,31.423417075076955,0.3904478313931465,5.018964238102017,0.3726055095112264,32.97156074420005,0.9897435897435898,subgen,0.0319486453737362,23.01112745234065,0.7857142857142857,subgen
466,EG10343,EG10343_RNA,EG10343-MONOMER[c],6,653,1.0,always_expressed,2.584962500721156,9.350939181546432,2.807354922057604,9.353146825498083,0.3103628996989473,218.10939611706917,0.3899664156492093,7.775507542842424,0.4764984601141886,290.27659728542767,1.0,always_expressed,0.0186567509319125,39.603925594990336,1.0,always_expressed
467,EG10344,EG10344_RNA,EG10344-MONOMER[i],4,162,0.9993370898243288,subgen,2.0,7.339850002884624,2.321928094887362,7.348728154231077,0.2277151877840885,25.75207238243568,0.2959759150819494,4.741578750889181,0.5925940650855563,54.09384997011102,1.0,always_expressed,0.0237071158346514,24.62779920637123,0.8571428571428571,subgen
468,EG10346,EG10346_RNA,EG10346-MONOMER[c],6,915,1.0,always_expressed,2.584962500721156,9.837627933171404,2.807354922057604,9.839203788096944,0.5040297892631121,270.7736666356303,0.5888331417473024,8.08626186348604,0.7746797051711481,341.8387954670987,1.0,always_expressed,0.0188047469730184,20.86987448085764,1.0,always_expressed
469,EG10347,EG10347_RNA,EG10347-MONOMER[c],11,2856,1.0,always_expressed,3.4594316186372973,11.479780264029099,3.584962500721156,11.480285320936371,2.2426091139683373,1001.8560759318668,1.6971551220582908,9.96989885827102,1.2156450694546006,676.9037574917681,1.0,always_expressed,0.1049199433915142,274.220680596794,1.0,always_expressed
470,EG10355,EG10355_RNA,EG10355-MONOMER[c],5,3299,0.9996685449121644,subgen,2.321928094887362,11.687813062564931,2.584962500721156,11.688250309133178,0.5106786241299238,508.7561191006227,0.5951967798357736,8.993663378198328,0.7010633660526528,538.8565584652542,1.0,always_expressed,0.1087585907076985,344.9012403918195,1.0,always_expressed
471,EG10360,EG10360_RNA,EG10360-MONOMER[c],104,26522,1.0,always_expressed,6.700439718141092,14.694901951428559,6.714245517666122,14.694956346566313,43.77843283308364,13885.430428471063,5.484732132155529,13.761388175054744,69.95713877999015,20276.452257860237,1.0,always_expressed,2.2695100406064137,1780.027286770079,1.0,always_expressed
472,EG10370,EG10370_RNA,EG10370-MONOMER[c],11,1088,1.0,always_expressed,3.4594316186372973,10.087462841250339,3.584962500721156,10.088788238716907,1.5780684379964054,464.6951136071869,1.3662905623215529,8.86324193426566,2.375933764321506,645.1455245338101,1.0,always_expressed,0.0825355421742468,59.5636521723044,1.0,always_expressed
473,EG10373,EG10373_RNA,EG10373-MONOMER[p],2,556,0.9277427908518396,subgen,1.0,9.118941072723507,1.584962500721156,9.121533517340032,0.0715451593152814,41.98860824495024,0.09969265239179992,5.425882498751016,0.118330533756086,56.45947807171367,0.9230769230769232,subgen,0.0,2.609059207666195,0.4285714285714285,subgen
474,EG10374,EG10374_RNA,EG10374-MONOMER[p],3,500,0.943984090155784,subgen,1.584962500721156,8.965784284662087,2.0,8.968666793195208,0.152113435076166,52.58630012724908,0.20428276900689812,5.743792303316872,0.1084082450981366,54.30588280396948,0.917948717948718,subgen,0.0158448261509004,30.21822016261065,0.6428571428571429,subgen
475,EG10375,EG10375_RNA,EG10375-MONOMER[c],5,640,1.0,always_expressed,2.321928094887362,9.321928094887362,2.584962500721156,9.324180546618742,0.3685730045736309,146.65209297929312,0.4526723952634305,7.2060579967,1.3002145474837172,474.9443994019365,1.0,always_expressed,0.0742570136248855,26.963435728094275,1.0,always_expressed
476,EG10376,EG10376_RNA,EG10376-MONOMER[c],5,989,1.0,always_expressed,2.321928094887362,9.94982671075911,2.584962500721156,9.951284714966972,0.2587818792798436,193.4461702541878,0.33202831566725066,7.6032270099945105,1.078950918180876,727.5229037603316,1.0,always_expressed,0.0601511409569794,36.34235184208823,1.0,always_expressed
477,EG10381,EG10381_RNA,EG10381-MONOMER[c],10,168,1.0,always_expressed,3.321928094887362,7.392317422778761,3.4594316186372973,7.400879436282184,1.3885780550359317,62.59695688485228,1.2561520226217306,5.99088582907359,1.6547418401670944,70.94107824664583,1.0,always_expressed,0.1559138293050661,127.89871520936816,1.0,always_expressed
478,EG10395,EG10395_RNA,EG10395-MONOMER[c],7,1341,1.0,always_expressed,2.807354922057604,10.389093521904474,3.0,10.390168956200183,0.8062244831740604,404.8012720675577,0.8529772065706741,8.664629577300742,1.1379791643297414,461.9968137355826,1.0,always_expressed,0.0379609845436634,42.768774685277165,1.0,always_expressed
479,EG10397,EG10397_RNA,EG10397-MONOMER[i],8,780,1.0,always_expressed,3.0,9.60733031374961,3.169925001442312,9.60917873814198,0.8442292119868067,230.92727545898543,0.8830179737966344,7.857528685720119,1.1915691784293874,277.7011698588473,1.0,always_expressed,0.0379609845436634,20.253156478064213,1.0,always_expressed
480,EG10415,EG10415_RNA,EG10415-MONOMER[c],10,2955,1.0,always_expressed,3.321928094887362,11.528942415064895,3.4594316186372973,11.52943055414615,0.9343291772825127,1124.6619745332555,0.9518333284353103,10.136557949666203,1.352956878937571,1447.4745503519232,1.0,always_expressed,0.0525940931080093,153.11394770189898,1.0,always_expressed
481,EG10416,EG10416_RNA,EG10416-MONOMER[c],21,15561,1.0,always_expressed,4.392317422778761,13.925647155084594,4.459431618637297,13.925739864337647,5.601990418229065,8148.560072286505,2.7229010447126085,12.992506466869493,8.902992163550214,10778.095614910697,1.0,always_expressed,0.3723765389275837,1495.363977763595,1.0,always_expressed
482,EG10423,EG10423_RNA,EG10423-MONOMER[c],15,2735,1.0,always_expressed,3.9068905956085187,11.417325117679919,4.0,11.417852514885897,2.441215722455935,885.5033491054475,1.7829183343772104,9.791982271241265,3.6983215315651754,1465.114944062885,1.0,always_expressed,0.5388813349242908,607.5984404917168,1.0,always_expressed
483,EG10424,EG10424_RNA,EG10424-MONOMER[c],6,751,1.0,always_expressed,2.584962500721156,9.552669097514272,2.807354922057604,9.554588851677638,0.2771427080070988,193.67998761367068,0.3529197408832013,7.6049607777136785,0.3750165063831781,234.57460956191704,1.0,always_expressed,0.0267780336875988,48.68988354561515,1.0,always_expressed
484,EG10426,EG10426_RNA,EG10426-MONOMER[c],4,605,1.0,always_expressed,2.0,9.240791332161956,2.321928094887362,9.243173983472952,0.2757912155813816,97.7441157881966,0.35139225003472324,6.6256228746987045,0.4406856432093805,136.7166894087946,1.0,always_expressed,0.0063545800149845,15.76530602806375,1.0,always_expressed
485,EG10434,EG10434_RNA,EG10434-MONOMER[i],8,341,1.0,always_expressed,3.0,8.413627929024173,3.169925001442312,8.417852514885897,0.7168073178095101,112.23284324098606,0.7797281306391497,6.823148663037573,0.9782513315149096,176.31285453226235,1.0,always_expressed,0.0262877968014355,9.88558981047257,0.9285714285714286,subgen
486,EG10435,EG10435_RNA,EG10435-MONOMER[m],14,3028,1.0,always_expressed,3.807354922057604,11.564149489985732,3.9068905956085187,11.564625862795372,3.167929282241841,1076.7911365797363,2.0593307994435515,10.07386191227429,4.493362659082487,1327.0223237295766,1.0,always_expressed,0.1003690651275078,102.58648056164498,1.0,always_expressed
487,EG10436,EG10436_RNA,EG10436-MONOMER[c],14,3180,1.0,always_expressed,3.807354922057604,11.634811050171718,3.9068905956085187,11.635264656539514,3.167929282241841,1183.1963465971453,2.0593307994435515,10.209692592636502,4.493362659082487,1423.266731792927,1.0,always_expressed,0.1003690651275078,116.84114474937796,1.0,always_expressed
