# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_to_flat_Clim_half_lives.py on Wed Nov  5 23:35:39 2025
id	HL_value
"EG11964-MONOMER"	11.39691541626116
"EG11690-MONOMER"	12.0
"EG11712-MONOMER"	12.0
"EG11722-MONOMER"	11.987761801471724
"EG11730-MONOMER"	12.0
"MONOMER0-2693"	12.0
"EG11202-MONOMER"	12.0
"EG11467-MONOMER"	8.006695313791534
"EG11474-MONOMER"	12.0
"EG11830-MONOMER"	4.884016040610934
"EG11853-MONOMER"	12.0
"B0899-MONOMER"	12.0
"EG11794-MONOMER"	12.0
"EG12373-MONOMER"	12.0
"EG11244-MONOMER"	12.0
"EG12705-MONOMER"	12.0
"EG11164-MONOMER"	10.594656232427294
"EG11165-MONOMER"	12.0
"EG12434-MONOMER"	12.0
"EG12657-MONOMER"	12.0
"G7574-MONOMER"	5.913626625987316
"YHBN-MONOMER"	12.0
"G7654-MONOMER"	12.0
"G7659-MONOMER"	8.788698118449577
"G7664-MONOMER"	12.0
"G7681-MONOMER"	12.0
"EG11182-MONOMER"	12.0
"EG10343-MONOMER"	12.0
"G6242-MONOMER"	12.0
"EG10875-MONOMER"	12.0
"EG10877-MONOMER"	12.0
"EG10883-MONOMER"	12.0
"EG10914-MONOMER"	12.0
"EG11096-MONOMER"	12.0
"G7327-MONOMER"	12.0
"EG11703-MONOMER"	12.0
"EG11384-MONOMER"	12.0
"AMP-NUCLEOSID-MONOMER"	12.0
"EG10042-MONOMER"	12.0
"EG10570-MONOMER"	12.0
"APHA-MONOMER"	12.0
"ARTQ-MONOMER"	12.0
"G7244-MONOMER"	12.0
"G7873-MONOMER"	12.0
"G7876-MONOMER"	12.0
"EG10108-MONOMER"	12.0
"CHEY-MONOMER"	12.0
"EG11249-MONOMER"	12.0
"G6361-MONOMER"	12.0
"CPXA-MONOMER"	12.0
"CPXR-MONOMER"	12.0
"EG11217-MONOMER"	12.0
"SIROHEMESYN-MONOMER"	12.0
"EG10201-MONOMER"	12.0
"MONOMER0-82"	12.0
"G6993-MONOMER"	12.0
"G6997-MONOMER"	12.0
"ARCB-MONOMER"	12.0
"BARA-MONOMER"	12.0
"DCUS-MONOMER"	12.0
"EG11390-MONOMER"	12.0
"EG11140-MONOMER"	6.133865441921902
"MONOMER0-1981"	12.0
"EG10211-MONOMER"	11.175061391773326
"G7767-MONOMER"	12.0
"EG11652-MONOMER"	12.0
"MGLB-MONOMER"	12.0
"EG10204-MONOMER"	12.0
"EG10237-MONOMER"	7.658204453154854
"DPPB-MONOMER"	12.0
"DISULFOXRED-MONOMER"	12.0
"DSBC-MONOMER"	12.0
"EG12436-MONOMER"	12.0
"G7174-MONOMER"	12.0
"G7173-MONOMER"	12.0
"G6364-MONOMER"	3.383515925518692
"G6435-MONOMER"	12.0
"G6580-MONOMER"	12.0
"ENVZ-MONOMER"	12.0
"EUTB-MONOMER"	12.0
"3-OXOACYL-ACP-REDUCT-MONOMER"	12.0
"ENOYL-ACP-REDUCT-NADH-MONOMER"	12.0
"EG11355-MONOMER"	4.339551062416053
"G7039-MONOMER"	12.0
"FMNREDUCT-MONOMER"	12.0
"EG10355-MONOMER"	12.0
"GLUC1PURIDYLTRANS-MONOMER"	12.0
"G7543-MONOMER"	12.0
"GLNH-MONOMER"	12.0
"GLNP-MONOMER"	12.0
"GSP-MONOMER"	12.0
"GLUCARDEHYDRA-MONOMER"	12.0
"EG10423-MONOMER"	12.0
"EG10424-MONOMER"	12.0
"7-ALPHA-HYDROXYSTEROID-DEH-MONOMER"	12.0
"HISM-MONOMER"	11.43818318391241
"EG10455-MONOMER"	12.0
"EG12121-MONOMER"	12.0
"G7579-MONOMER"	12.0
"1-PFK-MONOMER"	12.0
"EG12365-MONOMER"	12.0
"MALE-MONOMER"	12.0
"EG10572-MONOMER"	12.0
"EG12656-MONOMER"	5.348444250496236
"METHYLENETHFREDUCT-MONOMER"	12.0
"EG10597-MONOMER"	12.0
"MONOMER0-1501"	12.0
"EG11511-MONOMER"	12.0
"EG10611-MONOMER"	12.0
"PD00369"	12.0
"EG11090-MONOMER"	12.0
"NAG6PDEACET-MONOMER"	12.0
"PD00266"	12.0
"EG10634-MONOMER"	12.0
"NARL-MONOMER"	12.0
"EG11878-MONOMER"	12.0
"EG11919-MONOMER"	12.0
"EG11935-MONOMER"	12.0
"EG11939-MONOMER"	12.0
"EG11951-MONOMER"	1.9134515697961287
"EG11212-MONOMER"	12.0
"EG11757-MONOMER"	12.0
"G7834-MONOMER"	12.0
"G7877-MONOMER"	12.0
"G7883-MONOMER"	4.726492625350131
"NARX-MONOMER"	12.0
"NHAB-MONOMER"	12.0
"EG12371-MONOMER"	12.0
"PROTEIN-NRII"	12.0
"PROTEIN-NRI"	12.0
"NUOA-MONOMER"	12.0
"NUOB-MONOMER"	12.0
"NUOE-MONOMER"	12.0
"NUOH-MONOMER"	12.0
"NUOI-MONOMER"	12.0
"NUOM-MONOMER"	12.0
"NUPC-MONOMER"	12.0
"EG10665-MONOMER"	12.0
"EG10667-MONOMER"	12.0
"E1O-MONOMER"	12.0
"E2O-MONOMER"	12.0
"E1P-MONOMER"	12.0
"OPPB-MONOMER"	12.0
"OPPC-MONOMER"	12.0
"EG11391-MONOMER"	12.0
"EG10686-MONOMER"	12.0
"EG12015-MONOMER"	2.1286457964636867
"PDXH-MONOMER"	12.0
"G7310-MONOMER"	12.0
"EG10711-MONOMER"	12.0
"PHOB-MONOMER"	12.0
"PITA-MONOMER"	12.0
"EG10741-MONOMER"	12.0
"POTD-MONOMER"	12.0
"EG10757-MONOMER"	12.0
"PPX-MONOMER"	12.0
"EG10776-MONOMER"	12.0
"EG10777-MONOMER"	12.0
"EG10778-MONOMER"	12.0
"G6379-MONOMER"	12.0
"EG12303-MONOMER"	12.0
"EG12120-MONOMER"	12.0
"G6635-MONOMER"	12.0
"G6862-MONOMER"	12.0
"EG12006-MONOMER"	12.0
"EG11285-MONOMER"	12.0
"RIBOFLAVIN-SYN-MONOMER"	12.0
"G7147-MONOMER"	4.629746652287636
"EG10839-MONOMER"	5.95336887613357
"G6337-MONOMER"	6.285173261178166
"EG11681-MONOMER"	12.0
"EG11738-MONOMER"	7.61113671682463
"G7348-MONOMER"	12.0
"EG12025-MONOMER"	12.0
"SBMA-MONOMER"	12.0
"EG12197-MONOMER"	12.0
"EG10978-MONOMER"	12.0
"EG11295-MONOMER"	12.0
"UBIX-MONOMER"	12.0
"RIBULP3EPIM-MONOMER"	12.0
"EG10956-MONOMER"	12.0
"PRPPAMIDOTRANS-MONOMER"	10.161459278529032
"PURE-MONOMER"	12.0
"RELA-MONOMER"	12.0
"SPOT-MONOMER"	12.0
"EG12295-MONOMER"	12.0
"EG10845-MONOMER"	12.0
"RIBF-MONOMER"	12.0
"EG10878-MONOMER"	12.0
"EG50001-MONOMER"	12.0
"EG10888-MONOMER"	12.0
"EG10869-MONOMER"	12.0
"EG10913-MONOMER"	6.661069067975619
"EG10916-MONOMER"	12.0
"EG10900-MONOMER"	12.0
"EG11472-MONOMER"	12.0
"EG11094-MONOMER"	12.0
"UGPB-MONOMER"	12.0
"PSTS-MONOMER"	12.0
"EG11292-MONOMER"	12.0
"SECB"	12.0
"SECD"	12.0
"SECF"	11.313297780253148
"SECG"	11.64607384496567
"SECY"	12.0
"UHPA-MONOMER"	12.0
"PSERPHOSPHA-MONOMER"	12.0
"RPOE-MONOMER"	12.0
"UHPT-MONOMER"	3.536509337092146
"EG10950-MONOMER"	12.0
"G6886-MONOMER"	12.0
"SUPEROX-DISMUTFE-MONOMER"	12.0
"EG10300-MONOMER"	12.0
"EG10976-MONOMER"	12.0
"EG11723-MONOMER"	12.0
"SUCCCOASYN-ALPHA"	12.0
"G7455-MONOMER"	12.0
"THI-P-KIN-MONOMER"	11.05961329715819
"THIOESTERII-MONOMER"	12.0
"RED-THIOREDOXIN2-MONOMER"	7.505527641272095
"G7689-MONOMER"	12.0
"RBSC-MONOMER"	12.0
"TRKA-MONOMER"	12.0
"EG10967-MONOMER"	12.0
"EG11786-MONOMER"	12.0
"4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER"	2.8515736265110103
"EG12794-MONOMER"	12.0
"G7326-MONOMER"	2.4709744405332392
"EG12366-MONOMER"	12.0
"EG10879-MONOMER"	12.0
"EG12159-MONOMER"	12.0
"EG11534-MONOMER"	2.108293498489999
"G7533-MONOMER"	12.0
"EG11131-MONOMER"	12.0
"EG11191-MONOMER"	12.0
"EG11831-MONOMER"	12.0
"EG10680-MONOMER"	12.0
"PROP-MONOMER"	12.0
"EG11507-MONOMER"	12.0
"EG11160-MONOMER"	12.0
"EG10852-MONOMER"	12.0
"EG10463-MONOMER"	12.0
"G6622-MONOMER"	5.8396466336403865
"EG11914-MONOMER"	12.0
"G7255-MONOMER"	2.868636129131419
"EG10863-MONOMER"	12.0
"RCSC-MONOMER"	12.0
"RCSB-MONOMER"	12.0
"EG10854-MONOMER"	12.0
"EG10346-MONOMER"	12.0
"GLNQ-MONOMER"	12.0
"PRIBFAICARPISOM-MONOMER"	12.0
"EG10280-MONOMER"	12.0
"SECA"	12.0
"LIPIDADISACCHARIDESYNTH-MONOMER"	12.0
"EG10238-MONOMER"	12.0
"L-ASPARTATE-OXID-MONOMER"	12.0
"UGPC-MONOMER"	12.0
"GLYCPDIESTER-CYTO-MONOMER"	12.0
"N-ACETYLGLUTPREDUCT-MONOMER"	12.0
"ARGSUCCINLYA-MONOMER"	12.0
"QUINOLINATE-SYNTHA-MONOMER"	1.823853629131544
"EG11183-MONOMER"	12.0
"ARGS-MONOMER"	12.0
"UDP-NACMURALGLDAPAALIG-MONOMER"	12.0
"AROC-MONOMER"	12.0
"EG10153-MONOMER"	12.0
"EG10154-MONOMER"	12.0
"EG11058-MONOMER"	12.0
"URPHOS-MONOMER"	12.0
"EG11238-MONOMER"	12.0
"DAPASYN-MONOMER"	12.0
"BIOTIN-SYN-MONOMER"	1.6482520287241027
"7KAPSYN-MONOMER"	12.0
"EG10122-MONOMER"	12.0
"HOMOCYSMETB12-MONOMER"	12.0
"EG10041-MONOMER"	7.089428931435641
"EG10284-MONOMER"	6.424449906962151
"HYDROPEROXIDI-MONOMER"	12.0
"AERGLYC3PDEHYDROG-MONOMER"	8.41401712668986
"RPOS-MONOMER"	0.9114980735904
"EG10927-MONOMER"	12.0
"TREHALAPERI-MONOMER"	12.0
"EG10018-MONOMER"	12.0
"PD01103"	12.0
"EG10853-MONOMER"	12.0
"EG10942-MONOMER"	12.0
"EG11014-MONOMER"	4.078528208209774
"HYDG-MONOMER"	12.0
"FUMB-MONOMER"	12.0
"UDP-NACMURALA-GLU-LIG-MONOMER"	12.0
"EG10574-MONOMER"	10.163315955459217
"EG10827-MONOMER"	1.979834122356808
"EG10697-MONOMER"	12.0
"EG10426-MONOMER"	12.0
"EG10534-MONOMER"	12.0
"EG10381-MONOMER"	12.0
"FLIN-FLAGELLAR-C-RING-SWITCH"	12.0
"EG10167-MONOMER"	12.0
"PD00283"	12.0
"FGAMSYN-MONOMER"	12.0
"EG10695-MONOMER"	12.0
"EG10955-MONOMER"	8.733418653401042
"AICARTRANSIMPCYCLO-CPLX"	12.0
"GLYCRIBONUCSYN-MONOMER"	12.0
"DGTPTRIPHYDRO-MONOMER"	12.0
"AROE-MONOMER"	12.0
"AMYLOMALT-MONOMER"	12.0
"LSERINEDEAM1-MONOMER"	3.3697591277166614
"EG10595-MONOMER"	12.0
"EG10943-MONOMER"	12.0
"EG11038-MONOMER"	12.0
"PD04099"	12.0
"PROS-MONOMER"	12.0
"CYSA-MONOMER"	10.507200236884463
"EG10712-MONOMER"	12.0
"CYSP-MONOMER"	12.0
"ACSERLYB-MONOMER"	12.0
"EG10609-MONOMER"	12.0
"MEND-MONOMER"	12.0
"EG10973-MONOMER"	12.0
"EG11261-MONOMER"	12.0
"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER"	12.0
"EG10155-MONOMER"	12.0
"NACGLCTRANS-MONOMER"	12.0
"BADH-MONOMER"	12.0
"BETACOMP-MONOMER"	9.54521602215954
"PAPSSULFOTRANS-MONOMER"	5.886766624964333
"EG10763-MONOMER"	12.0
"UDP-NACMUR-ALA-LIG-MONOMER"	12.0
"DHHB-METHYLTRANSFER-MONOMER"	12.0
"NICOTINATEPRIBOSYLTRANS-MONOMER"	9.947955472672923
"EG10596-MONOMER"	12.0
"ACETYLORNTRANSAM-MONOMER"	12.0
"PD00361"	12.0
"NAD-SYNTH-MONOMER"	12.0
"EG10374-MONOMER"	12.0
"PD02936"	12.0
"PDXA-MONOMER"	12.0
"EUTC-MONOMER"	12.0
"MALX-MONOMER"	2.9338809831105173
"GLUCOSE-1-PHOSPHAT-MONOMER"	12.0
"EG11007-MONOMER"	12.0
"EG10687-MONOMER"	12.0
"EG10124-MONOMER"	12.0
"EG10307-MONOMER"	12.0
"FRUA-MONOMER"	12.0
"FADA-MONOMER"	12.0
"CYSD-MONOMER"	3.0980621714358723
"EG10698-MONOMER"	12.0
"ORNDECARBOX-BIO-MONOMER"	9.03588173617336
"ARGDECARBOXBIO-MONOMER"	12.0
"FADB-MONOMER"	12.0
"HYDROPEROXIDII-MONOMER"	12.0
"EG10856-MONOMER"	12.0
"EG11126-MONOMER"	12.0
"EG11125-MONOMER"	12.0
"EG11241-MONOMER"	12.0
"NICOTINAMID-MONOMER"	12.0
"EG11259-MONOMER"	12.0
"EG10975-MONOMER"	12.0
"EG10859-MONOMER"	12.0
"EG11236-MONOMER"	12.0
"MALTODEXGLUCOSID-MONOMER"	12.0
"PKII-MONOMER"	12.0
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO"	12.0
"EG11239-MONOMER"	7.414212328382843
"KDPD-MONOMER"	12.0
"KDPE-MONOMER"	12.0
"CYSS-MONOMER"	12.0
"ASPS-MONOMER"	12.0
"EG10830-MONOMER"	7.051927247497472
"ASNSYNB-MONOMER"	12.0
"EG11084-MONOMER"	12.0
"UDP-NACMURALGLDAPLIG-MONOMER"	12.0
"EG10043-MONOMER"	12.0
"GABATRANSAM-MONOMER"	12.0
"PEPCARBOXYKIN-MONOMER"	12.0
"ADENODEAMIN-MONOMER"	12.0
"EG10618-MONOMER"	12.0
"EG11252-MONOMER"	12.0
"EG11253-MONOMER"	12.0
"EG11082-MONOMER"	12.0
"GLUTRACE-MONOMER"	12.0
"LIVM-MONOMER"	12.0
"LIVF-MONOMER"	12.0
"FPPSYN-MONOMER"	12.0
"EG11022-MONOMER"	12.0
"MGLC-MONOMER"	12.0
"EG10564-MONOMER"	12.0
"EG11201-MONOMER"	3.704974750038846
"TDK-MONOMER"	12.0
"EG11281-MONOMER"	12.0
"KDGALDOL-MONOMER"	12.0
"PEPSYNTH-MONOMER"	12.0
"PSERTRANSAM-MONOMER"	12.0
"PHOSPHASERSYN-MONOMER"	12.0
"PHOP-MONOMER"	12.0
"PHOQ-MONOMER"	12.0
"EG11192-MONOMER"	12.0
"EG11145-MONOMER"	12.0
"OPPA-MONOMER"	12.0
"CYSN-MONOMER"	2.352119354904165
"EG10765-MONOMER"	10.89906635767398
"EG10760-MONOMER"	12.0
"EG10758-MONOMER"	12.0
"PROTOHEME-FERROCHELAT-MONOMER"	12.0
"EG11101-MONOMER"	12.0
"EG10443-MONOMER"	12.0
"EG11268-MONOMER"	11.385240845619633
"ALDHDEHYDROG-MONOMER"	0.5708228521011078
"CYDC-MONOMER"	12.0
"GSAAMINOTRANS-MONOMER"	12.0
"EG10462-MONOMER"	12.0
"ACETYLORNDEACET-MONOMER"	12.0
"EG10625-MONOMER"	12.0
"EG11288-MONOMER"	12.0
"EG10168-MONOMER"	12.0
"EG10212-MONOMER"	12.0
"EG11189-MONOMER"	12.0
"ACRD-MONOMER"	12.0
"EG11147-MONOMER"	12.0
"BIOTIN-CARBOXYL-MONOMER"	12.0
"FOLD-MONOMER"	12.0
"EG10486-MONOMER"	10.21420121901008
"EG10487-MONOMER"	12.0
"EG10612-MONOMER"	12.0
"EG10021-MONOMER"	12.0
"MYRISTOYLACYLTRAN-MONOMER"	12.0
"MANNONDEHYDRAT-MONOMER"	12.0
"EG10841-MONOMER"	0.8401402558562313
"HOLO-ACP-SYNTH-MONOMER"	12.0
"EG10202-MONOMER"	12.0
"EG10829-MONOMER"	12.0
"EG10456-MONOMER"	9.845284493209986
"EG10087-MONOMER"	12.0
"EG11092-MONOMER"	7.311899596351794
"RPON-MONOMER"	12.0
"EG11296-MONOMER"	12.0
"EG11004-MONOMER"	12.0
"EG11884-MONOMER"	12.0
"ADHC-MONOMER"	12.0
"ACONITASE-MONOMER"	12.0
"EG10437-MONOMER"	11.22868042602815
"EG10997-MONOMER"	12.0
"CYTDEAM-MONOMER"	12.0
"SUCCSEMIALDDEHYDROG-MONOMER"	12.0
"OCTAPRENYL-METHOXYPHENOL-OH-MONOMER"	12.0
"EG11333-MONOMER"	12.0
"EG11298-MONOMER"	12.0
"RIBOFLAVINSYNDEAM-MONOMER"	12.0
"PPPGPPHYDRO-MONOMER"	12.0
"LACTALDDEHYDROG-MONOMER"	12.0
"HOMOCYSMET-MONOMER"	12.0
"EG11188-MONOMER"	12.0
"YIDC"	12.0
"EG11339-MONOMER"	12.0
"EG11340-MONOMER"	12.0
"EG11341-MONOMER"	12.0
"EG11344-MONOMER"	12.0
"EG11345-MONOMER"	12.0
"PD00261"	12.0
"FLIF-FLAGELLAR-MS-RING"	12.0
"EG11291-MONOMER"	12.0
"NACMURLALAAMI2-MONOMER"	4.148065190140121
"CHORPYRLY-MONOMER"	12.0
"ALPHA-AMYL-CYTO-MONOMER"	12.0
"MALIC-NAD-MONOMER"	12.0
"EG11315-MONOMER"	12.0
"EG11376-MONOMER"	12.0
"EG11350-MONOMER"	12.0
"EG11351-MONOMER"	12.0
"EG11352-MONOMER"	12.0
"EG11353-MONOMER"	12.0
"EG11425-MONOMER"	12.0
"EG11426-MONOMER"	2.025147351609286
"EG11423-MONOMER"	12.0
"EG11437-MONOMER"	12.0
"GCVT-MONOMER"	12.0
"GLND-MONOMER"	12.0
"EG11436-MONOMER"	12.0
"PD04413"	12.0
"EG11357-MONOMER"	12.0
"EG11441-MONOMER"	12.0
"TRANSKETOI-MONOMER"	12.0
"EG11354-MONOMER"	12.0
"UDHA-MONOMER"	12.0
"EG11430-MONOMER"	12.0
"EG10015-MONOMER"	12.0
"ACS-MONOMER"	12.0
"UDPGLCNACEPIM-MONOMER"	12.0
"UDPMANNACADEHYDROG-MONOMER"	12.0
"DTDPGLUCDEHYDRAT2-MONOMER"	12.0
"RFFTRANS-MONOMER"	12.0
"UDPMANACATRANS-MONOMER"	12.0
"EG11470-MONOMER"	6.120589103729031
"NARQ-MONOMER"	12.0
"EG11488-MONOMER"	12.0
"DCTP-DEAM-MONOMER"	12.0
"EG11361-MONOMER"	12.0
"QOR-MONOMER"	12.0
"ADCLY-MONOMER"	12.0
"EG11494-MONOMER"	12.0
"EG11412-MONOMER"	9.280264502341318
"EG11503-MONOMER"	12.0
"METQ-MONOMER"	12.0
"FLAVONADPREDUCT-MONOMER"	12.0
"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER"	3.256375666012424
"TRE6PHYDRO-MONOMER"	3.3227514443437896
"EG11413-MONOMER"	12.0
"ALARACECAT-MONOMER"	12.0
"CYDD-MONOMER"	11.746352835605055
"EG11529-MONOMER"	12.0
"EG11537-MONOMER"	12.0
"UROGENDECARBOX-MONOMER"	12.0
"EG11545-MONOMER"	0.4164961193067227
"EG11549-MONOMER"	12.0
"QUINOPRIBOTRANS-MONOMER"	12.0
"3-ISOPROPYLMALDEHYDROG-MONOMER"	12.0
"LEUD-MONOMER"	5.742740382941512
"EG11578-MONOMER"	12.0
"THIC-MONOMER"	5.65392833763061
"THIE-MONOMER"	12.0
"THIF-MONOMER"	11.819342272067365
"THIG-MONOMER"	2.163280610316436
"THIH-MONOMER"	1.1495857905953817
"EG11580-MONOMER"	12.0
"EG11581-MONOMER"	12.0
"EG11595-MONOMER"	1.0738136872649406
"EG11597-MONOMER"	12.0
"EG11598-MONOMER"	12.0
"ABC-MONOMER"	12.0
"BASR-MONOMER"	12.0
"BASS-MONOMER"	12.0
"EG11613-MONOMER"	12.0
"BAES-MONOMER"	12.0
"EG11620-MONOMER"	12.0
"ARTI-MONOMER"	12.0
"ARTJ-MONOMER"	12.0
"MONOMER0-149"	12.0
"EG11649-MONOMER"	12.0
"GLNE-MONOMER"	12.0
"EG11603-MONOMER"	12.0
"EG11619-MONOMER"	12.0
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER"	12.0
"MODF-MONOMER"	12.0
"EG11660-MONOMER"	12.0
"EG11656-MONOMER"	9.402970018458149
"AAS-MONOMER"	12.0
"PHOSGLUCOSAMINEMUT-MONOMER"	12.0
"POTF-MONOMER"	12.0
"POTG-MONOMER"	12.0
"EG11600-MONOMER"	12.0
"ACRB-MONOMER"	12.0
"EG11684-MONOMER"	12.0
"YICJ-MONOMER"	12.0
"EG11692-MONOMER"	5.63826152562986
"EG11713-MONOMER"	12.0
"G7790-MONOMER"	12.0
"EG11724-MONOMER"	12.0
"EG11731-MONOMER"	12.0
"SFUC-MONOMER"	12.0
"SFUA-MONOMER"	12.0
"EG11569-MONOMER"	12.0
"EG11740-MONOMER"	12.0
"G7055-MONOMER"	12.0
"PANTOATE-BETA-ALANINE-LIG-MONOMER"	12.0
"TREHALOSE6PSYN-MONOMER"	12.0
"EG11570-MONOMER"	12.0
"NARP-MONOMER"	7.338126359661818
"EG11758-MONOMER"	12.0
"EG11759-MONOMER"	12.0
"YDDA-MONOMER"	12.0
"EG11743-MONOMER"	12.0
"EG11744-MONOMER"	12.0
"NUOF-MONOMER"	12.0
"EG11796-MONOMER"	12.0
"HEMN-MONOMER"	10.232236006627357
"nan"	12.0
"EG11846-MONOMER"	12.0
"EG11849-MONOMER"	12.0
"EG11870-MONOMER"	12.0
"EG11874-MONOMER"	12.0
"EG11829-MONOMER"	12.0
"EG11859-MONOMER"	12.0
"GPH-MONOMER"	12.0
"EG11702-MONOMER"	12.0
"EG11905-MONOMER"	12.0
"EG11916-MONOMER"	12.0
"EG11921-MONOMER"	12.0
"EG11932-MONOMER"	12.0
"YJCE-MONOMER"	12.0
"YJCG-MONOMER"	12.0
"EG11891-MONOMER"	12.0
"EG11892-MONOMER"	10.771828329105508
"EG12026-MONOMER"	12.0
"EG12033-MONOMER"	12.0
"EG12104-MONOMER"	12.0
"EG11885-MONOMER"	12.0
"GCVP-MONOMER"	12.0
"EG11806-MONOMER"	12.0
"EG11807-MONOMER"	7.429878971697403
"GARTRANSFORMYL2-MONOMER"	12.0
"EG11899-MONOMER"	12.0
"L-LACTDEHYDROGFMN-MONOMER"	9.486777693133828
"EG11967-MONOMER"	0.3913538111146207
"EG12005-MONOMER"	12.0
"YEHX-MONOMER"	12.0
"YEHZ-MONOMER"	12.0
"EG12013-MONOMER"	12.0
"TRANSKETOII-MONOMER"	12.0
"EG12094-MONOMER"	12.0
"NUOC-MONOMER"	12.0
"NUOG-MONOMER"	12.0
"EG12098-MONOMER"	12.0
"EG12097-MONOMER"	12.0
"EG11768-MONOMER"	12.0
"YEJA-MONOMER"	12.0
"YEJF-MONOMER"	12.0
"EG12045-MONOMER"	12.0
"EG12048-MONOMER"	12.0
"NAPA-MONOMER"	12.0
"EG11385-MONOMER"	12.0
"NACMURLALAAMI1-MONOMER"	8.693656071996685
"COPROGENOXI-MONOMER"	10.647330739273984
"COBS-MONOMER"	12.0
"DMBPPRIBOSYLTRANS-MONOMER"	12.0
"EG12167-MONOMER"	12.0
"EG12318-MONOMER"	12.0
"DSBD-MONOMER"	12.0
"EG12193-MONOMER"	12.0
"TREB-MONOMER"	12.0
"EG12202-MONOMER"	12.0
"EG12313-MONOMER"	12.0
"ACONITATEDEHYDRB-MONOMER"	12.0
"EG12158-MONOMER"	12.0
"EG12123-MONOMER"	12.0
"YADG-MONOMER"	12.0
"EG12200-MONOMER"	12.0
"EG12163-MONOMER"	12.0
"PD00338"	12.0
"PHOSPHOGLUCMUT-MONOMER"	12.0
"EG12401-MONOMER"	2.917195382392327
"EG12309-MONOMER"	6.909793196697151
"YADQ-MONOMER"	12.0
"EG12329-MONOMER"	12.0
"EG12334-MONOMER"	7.249135629577501
"FORMYLTHFDEFORMYL-MONOMER"	12.0
"EG12310-MONOMER"	12.0
"G7832-MONOMER"	12.0
"EG12188-MONOMER"	12.0
"EG11802-MONOMER"	12.0
"DPPF-MONOMER"	12.0
"EG12448-MONOMER"	12.0
"G7218-MONOMER"	12.0
"MODA-MONOMER"	12.0
"MALSYNG-MONOMER"	12.0
"EG12386-MONOMER"	9.126591109139085
"EG12387-MONOMER"	12.0
"EG12344-MONOMER"	12.0
"EG12399-MONOMER"	12.0
"RIB5PISOMB-MONOMER"	12.0
"XYLF-MONOMER"	12.0
"EG12133-MONOMER"	12.0
"EG12407-MONOMER"	12.0
"EG12211-MONOMER"	12.0
"EG12213-MONOMER"	12.0
"YHHO-MONOMER"	12.0
"EG12221-MONOMER"	12.0
"EG12224-MONOMER"	12.0
"EG12229-MONOMER"	12.0
"EG12234-MONOMER"	12.0
"EG12248-MONOMER"	12.0
"EG12251-MONOMER"	12.0
"DEOXYGLUCONOKIN-MONOMER"	12.0
"EG12254-MONOMER"	12.0
"EG12256-MONOMER"	12.0
"EG12257-MONOMER"	12.0
"EG12259-MONOMER"	12.0
"EG12265-MONOMER"	12.0
"EG12267-MONOMER"	12.0
"MONOMER-43"	12.0
"EG12278-MONOMER"	12.0
"EG12283-MONOMER"	12.0
"EG12285-MONOMER"	12.0
"EG12289-MONOMER"	12.0
"ALDDEHYDROGB-MONOMER"	12.0
"PGMI-MONOMER"	12.0
"EG12297-MONOMER"	12.0
"EG12210-MONOMER"	12.0
"EG12433-MONOMER"	12.0
"EG12432-MONOMER"	12.0
"EG12308-MONOMER"	12.0
"KDUD-MONOMER"	12.0
"EG12440-MONOMER"	12.0
"EG12347-MONOMER"	12.0
"EG12198-MONOMER"	12.0
"G6359-MONOMER"	12.0
"G6699-MONOMER"	12.0
"G7356-MONOMER"	12.0
"ALPHACOMP-MONOMER"	12.0
"MENF-MONOMER"	12.0
"G6839-MONOMER"	12.0
"G6838-MONOMER"	8.626524142795345
"DIHYDROPTERIREDUCT-MONOMER"	9.747203250908118
"EG12372-MONOMER"	12.0
"EG12443-MONOMER"	12.0
"TORR-MONOMER"	12.0
"G7682-MONOMER"	12.0
"MANNONOXIDOREDUCT-MONOMER"	12.0
"EG20249-MONOMER"	11.17538735414448
"ZNUA-MONOMER"	12.0
"G6966-MONOMER"	12.0
"G7073-MONOMER"	12.0
"G7080-MONOMER"	1.1408223165684044
"G7871-MONOMER"	12.0
"EG12449-MONOMER"	12.0
"YJCX-MONOMER"	12.0
"G7836-MONOMER"	2.388400165872822
"G7840-MONOMER"	12.0
"G7841-MONOMER"	11.66907428733807
"G7852-MONOMER"	12.0
"G7853-MONOMER"	12.0
"G7858-MONOMER"	10.496465971323117
"G7864-MONOMER"	12.0
"G7868-MONOMER"	12.0
"G7875-MONOMER"	12.0
"YTFQ-MONOMER"	12.0
"G7886-MONOMER"	5.967045742642773
"G7890-MONOMER"	12.0
"G7901-MONOMER"	12.0
"G7909-MONOMER"	12.0
"G7910-MONOMER"	12.0
"G7911-MONOMER"	12.0
"G7920-MONOMER"	12.0
"G7925-MONOMER"	12.0
"G7936-MONOMER"	12.0
"PGLYCEROLTRANSI-MONOMER"	5.89762955933275
"G7950-MONOMER"	12.0
"G7951-MONOMER"	6.27428425115747
"EG12342-MONOMER"	12.0
"EG12600-MONOMER"	12.0
"NRDE-MONOMER"	4.207213236047028
