# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 28.0
# Date and time generated: October 30, 2023, 10:06:52
"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	"molecular_charge"	"_smiles"
"Carbotricyclic-Compounds"	"a carbotricyclic compound"	[]	null	null	0	null
"Carboxamides"	"a carboxamide"	[]	null	null	0	"C(=O)([R1])N([R3])[R2]"
"Carboxamidine"	"a carboxamidine"	[]	null	null	0	"C(=N[R2])(N([R4])[R3])[R1]"
"carboxybiotin-L-lysine-in-BCCP-dimers"	"a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine"	["a [BCCP dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine", "a [BCCP]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine"]	null	null	-1	"C(NC(=O)CCCC[C@@H]1(SC[C@@H]2(N(C([O-])=O)C(=O)N[C@H]12)))CCC[C@@H](C([a [biotin carboxyl-carrier protein] monomer])=O)N[a [biotin carboxyl-carrier protein] monomer].C(NC(=O)CCCC[C@@H]3(SC[C@@H]4(NC(=O)N[C@H]34)))CCC[C@@H](C([a [biotin carboxyl-carrier protein] monomer])=O)N[a [biotin carboxyl-carrier protein] monomer]"
"CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL"	"3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate"	["<i>cis</i>-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol", "3-(<i>cis</i>-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate", "<i>cis</i>-3-(carboxyethyl)-3,5-cyclohexadiene-1,2-diol"]	"C9H11O4"	183.183	-1	"C(CCC1(\[C@H](O)[C@H](O)\C=C/C=1))(=O)[O-]"
"CARBOXYL-GROUP"	"a carboxyl group"	[]	"CHO2"	45.018	-1	"C(=O)[O-]"
"Carboxylate-Derivatives"	"a carboxylate derivative"	["a carboxylic acid derivative"]	null	null	0	null
"Carboxylate-siderophores"	"a carboxylate siderophore"	[]	null	null	-1	"C([a siderophore])C([O-])=O"
"Carboxylates"	"a carboxylate"	["carboxylic acid", "carboxylate"]	null	null	-1	"C([R])(=O)[O-]"
"Carboxylic-esters"	"a carboxylic ester"	[]	null	null	0	"C(O[R2])(=O)[R1]"
"CARBOXYMETHOXYLAMINE"	"carboxymethoxylamine"	["aminooxyacetate", "(aminooxy)acetic acid", "(aminooxy)acetate", "hydroxylamine-O-acetic acid"]	"C2H4NO3"	90.058	-1	"C(ON)C([O-])=O"
"Carboxymethylcellulose"	"(carboxymethyl)cellulose"	["cellulose gum", "CMC", "E466"]	null	null	-4	"C(O)[C@H]4(O[C@@H](O[C@H]1([C@H](O)[C@@H](O)[C@H]([R2])O[C@H](COCC([O-])=O)1))[C@H](OCC([O-])=O)[C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](COCC([O-])=O)[C@@H]([R1])[C@H](O)[C@@H](O)2))[C@H](OCC([O-])=O)[C@@H](O)3))4)"
"CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P"	"1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"	["1-(<i>o</i>-carboxyphenylamino)-1-deoxyribulose-5'-P", "1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-P", "1-(<i>o</i>-carboxyphenylamino)-1'-deoxyribulose 5'-phosphate"]	"C12H13NO9P"	346.21	-3	"C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)C(=O)CNc1(ccccc(C(=O)[O-])1)"
"Carboxyphthiodiolenones"	"a carboxyphthiodiolenone"	[]	null	null	-1	"C(CCCCCCCCCCCCCC[C@@H](O)C[C@H](O)CCC/C=C(C)/C(=O)C(C)C([O-])=O)[R]"
"Cardanols"	"a cardanol"	[]	null	null	0	"c1(c([R])cc(O)cc1)"
"CARDIOLIPIN"	"a cardiolipin"	["bisphosphatidylglycerol", "diphosphatidylglycerol"]	null	null	-2	"C(OP([O-])(OC[C@H](OC(=O)[R4])COC(=O)[R3])=O)[C@H](O)COP([O-])(OC[C@H](OC(=O)[R2])COC(=O)[R1])=O"
"CARNITINE"	"L-carnitine"	["&gamma;-trimethyl-hydroxybutyrobetaine", "(3<i>R</i>)-3-hydroxy-4-(trimethylammino)butanoate", "vitamin B T", "bicarnesine", "(<i>R</i>)-carnitine", "&gamma;-L-trimethyl-&beta;-hydroxybutyrobetaine", "vitamin Bt", "3-carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium"]	"C7H15NO3"	161.2	0	"C([C@H](O)CC(=O)[O-])[N+](C)(C)C"
"CARNOSINE"	"carnosine"	["ignotine", "N-&beta;-alanyl-L-histidine"]	"C9H14N4O3"	226.235	0	"C(CC(=O)N[C@@H](Cc1(c[nH]cn1))C([O-])=O)[NH3+]"
"Carotenes"	"a carotene"	[]	null	null	0	null
"Carotenoid-beta-end-group"	"a carotenoid &beta;-end group"	[]	null	null	0	"C(/[R])=C(C)\C=C\C=C(C)\C=C\C1(\C(C)(C)CCCC(/C)=1)"
"Carotenoid-chi-end-group"	"a carotenoid &chi;-end group"	[]	null	null	0	"C(/[R])=C(C)\C=C\C=C(C)\C=C\c1(c(C)c(C)c(C)cc1)"
"Carotenoid-epsilon-end-group"	"a carotenoid &epsilon;-end group"	[]	null	null	0	"C(/[R])=C(C)\C=C\C=C(C)\C=C\[C@@H]1([C@@](CC\C=C(C)/1)(C)C)"
"Carotenoid-phi-end-group"	"a carotenoid &phi;-end group"	[]	null	null	0	"C(/[R])=C(C)\C=C\C=C(C)\C=C\c1(c(C)c(C)ccc1C)"
"Carotenoid-psi-end-group"	"a carotenoid &psi;-end group"	[]	null	null	0	"CC(/C=C/C=C(C)/C=C/C=C(C)/CCC=C(C)C)=C\[R]"
"carotenoids"	"a carotenoid"	[]	null	null	0	null
"Carrageenan-oligosaccharides"	"a carrageenan oligosaccharide"	[]	null	null	0	null
"Carrageenans"	"a carrageenan"	[]	null	null	0	"C(O)[C@H]4(O[C@@H](O[C@@H]3([C@H](O)[C@@H](O[R3])[C@@H](O[C@@H]2([C@@H](O)[C@H](O[C@@H]1([C@H](O)[C@@H](O[R3])[C@@H](O[R2])O[C@H](CO[R3])1))O[C@H](CO)[C@H](O[R3])2))O[C@H](CO[R3])3))[C@H](O)[C@@H](O[R1])[C@@H](O[R3])4)"
"Carrageenose-oligosaccharides"	"a carrageenose oligosaccharide"	[]	null	null	0	null
"Carrageenoses"	"a carrageenose"	[]	null	null	0	"C(O)[C@H]6(O[C@@H](O[C@@H]5([C@@H]4(OC[C@H](O[C@H](O[C@@H]3([C@@H](O[R3])[C@H](O[C@@H]2([C@@H]1(OC[C@H](O[C@H](O[R2])[C@H](O[R3])1)2)))O[C@H](CO)[C@H](O[R3])3))[C@H](O[R3])4)5)))[C@H](O[R3])[C@@H](O[R1])[C@@H](O[R3])6)"
"Carveols"	"a carveol"	[]	"C10H16O"	152.236	0	"C=C(C)C1(C\C=C(C)/C(O)C1)"
"Carvones"	"a carvone"	["2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one"]	"C10H14O"	150.22	0	"C=C(C1(CC(C(/C)=C/C1)=O))C"
"Castasterone-Sulfates"	"a castasterone-sulfate"	[]	null	null	0	"CC(C)[C@H](C)[C@@H](O[R])[C@H](O[R])[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(C[C@H](O[R])[C@H](O[R])C[C@@](C)1[C@H]2CC[C@](C)34))))"
"Catechloamines"	"a catecholamine"	[]	null	null	0	"C(N[R2])C([R1])c1(cc(O)c(O)cc1)"
"CATECHOL"	"catechol"	["pyrocatechol", "2-hydroxyphenol", "pyrocatechin", "1,2-dihydroxybenzene", "1,2-benzenediol", "benzene-1,2-diolate", "catecholate"]	"C6H6O2"	110.112	0	"c1(ccc(c(c1)O)O)"
"Catecholate-siderophores"	"a catecholate siderophore"	[]	null	null	0	null
"Catechols"	"a catechol"	["l", "a 1,2-dihydroxybenzene", "a 1,2-benzenediol", "an <i>ortho</i>-benzenediol"]	null	null	0	"c1([R2])(c([R3])c([R4])c(c(c([R1])1)O)O)"
"Cations"	"a cation"	[]	null	null	0	null
"CD+2"	"Cd<SUP>2+</SUP>"	["cadmium(II)", "Cd<sup>II</sup>", "Cd<SUP>++</SUP>"]	"Cd"	112.4	2	"[Cd+2]"
"CDP"	"CDP"	["cytidine-diphosphate", "cytidine-5'-diphosphate"]	"C9H12N3O11P2"	400.155	-3	"C(OP(OP([O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](n1(c(nc(cc1)N)=O))O2)O)O)"
"CDP-2-3-4-Saturated-Diacylglycerols"	"a CDP-2,3,4-saturated-diacylglycerol"	["CDP-diglyceride", "CDP-1,2-diglyceride", "CDP-1,2-diacylglycerol"]	null	null	-2	"C([R1])CCC(=O)OC[C@H](COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])([O-])=O)OC(CCC[R2])=O"
"CDP-ACYLGLYCEROL"	"a CDP-monoacylglycerol"	["a 1-acyl-<i>sn</i>-glycero-3-cytidine-5'-diphosphate"]	null	null	-2	"C(OP(OP(OC[C@@H](COC([R])=O)O)([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O)"
"CDP-CHOLINE"	"CDP-choline"	["citicoline", "citicholine", "cidifos", "cyticholine", "cytidine 5'-diphosphocholine", "cytidine diphosphate choline"]	"C14H25N4O11P2"	487.319	-1	"C[N+](C)(C)CCOP(OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])([O-])=O"
"CDP-D-GLUCOSE"	"CDP-&alpha;-D-glucose"	["CDP-glc", "CDP-glucose", "CDP-D-glucose"]	"C15H23N3O16P2"	563.305	-2	"C([C@H]3(O[C@H](OP(OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])([O-])=O)[C@@H]([C@H]([C@@H]3O)O)O))O"
"CDP-ETHANOLAMINE"	"CDP-ethanolamine"	["cytidine diphosphate ethanolamine"]	"C11H19N4O11P2"	445.239	-1	"C(COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O))(=O)[O-])([O-])=O)[NH3+]"
"CDP-GROUP"	"CDP group"	[]	"C9H13N3O11P2"	401.163	-2	"C(OP(OP(O)([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O)"
"CDP-SUGARS"	"a CDP-sugar"	[]	null	null	-2	"C(OP(OP(O[R])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](n1(ccc(N)nc1=O))O2)O)O)"
"CDPDIACYLGLYCEROL"	"a CDP-diacylglycerol"	["CDP-diglyceride", "CDP-1,2-diglyceride", "CDP-1,2-diacylglycerol"]	null	null	-2	"C(OP(OP([O-])(=O)OC[C@@H](COC([R1])=O)OC(=O)[R2])(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](n1(c(nc(cc1)N)=O))O2)O)O)"
"CELLOBIOSE"	"&beta;-D-cellobiose"	["4-<i>O</i>-&beta;-D-glucopyranosyl-&beta;-D-glucopyranose", "&beta;-D-glucosyl-(1&rarr;4)-&beta;-D-glucose"]	"C12H22O11"	342.299	0	"C([C@@H]2([C@H]([C@@H]([C@H]([C@H](O[C@@H]1([C@H](O[C@H]([C@@H]([C@H]1O)O)O)CO))O2)O)O)O))O"
"Cellobiosides"	"a cellobioside"	[]	null	null	0	"C([C@@H]1([C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2([C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O[R]))O)O)O))O"
"Cellodextrins"	"a cellodextrin"	[]	null	null	0	"[C@@H]1([R1])([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)1)O[C@H]2([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)3)O[C@H]4([C@H](O)[C@@H](O)[C@H]([R2])O[C@H](CO)4))))"
"CELLULOSE"	"cellulose"	["(1,4-&beta;-D-glucosyl)<sub>n</sub>"]	null	null	0	"[C@@H]1([R1])([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)1)O[C@H]2([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)3)O[C@H]4([C@H](O)[C@@H](O)[C@H]([R2])O[C@H](CO)4))))"
"Cellulose-D-Gluconate"	"[(1&rarr;4)-&beta;-D-glucosyl]<sub>n</sub>-1-(1&rarr;4)-D-gluconate"	[]	null	null	-1	"C(O)[C@@H](O)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H]([R1])[C@H](O)[C@@H](O)1))[C@H](O)[C@@H](O)2))[C@H](O)[C@@H](O)3))[C@H](O)[C@@H](O)C(=O)[O-]"
"Cellulose-D-glucono-1-5-lactone"	"[(1&rarr;4)-&beta;-D-glucosyl]<sub>n</sub>-1-(1&rarr;4)-D-glucono-1,5-lactone"	[]	null	null	0	"[C@@H]1([R1])([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)1)O[C@H]2([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@@H](O[C@H](CO)3)O[C@H]4([C@H](O)[C@@H](O)C(=O)O[C@H](CO)4))))"
"CEPHALOSPORIN-C"	"cephalosporin C"	[]	"C16H20N3O8S"	414.409	-1	"CC(=O)OCC1(\CS[C@@H]2([C@@H](C(=O)N(C(/C(=O)[O-])=1)2)NC(=O)CCC[C@@H]([NH3+])C(=O)[O-]))"
"Cephalosporins"	"a cephalosporin"	[]	null	null	-1	"C(=O)([O-])C1(\N2(C([C@@H]([R1])[C@@H](SCC(/[R2])=1)2)=O))"
"Cephems"	"a cephem"	[]	null	null	0	null
"Ceramide-Phosphocholines"	"a ceramide phosphorylcholine"	[]	null	null	0	"C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC(=O)[R2])[C@H](O)[R1]"
"Ceramide-Phosphoethanolamines"	"a ceramide phosphorylethanolamine"	["an <i>N</i>-acylceramide phosphoethanolamine", "a ceramide phosphoethanolamine"]	null	null	0	"C([NH3+])COP([O-])(=O)OC[C@H](NC(=O)[R2])[C@H](O)[R1]"
"Ceramides"	"a ceramide"	["an <i>N</i>-acylsphingosine", "a sphingosine-containing ceramide"]	null	null	0	"C(O)[C@H](NC(=O)[R2])[C@H](O)[R1]"
"Ceramides-PE"	"a sphingoethanolamine"	["an <i>N</i>-acylsphing-4-enine 1-phosphoethanolamine"]	null	null	0	"CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP([O-])(=O)OCC[NH3+])NC(=O)[R])O"
"Cerebrosides"	"a cerebroside"	["a monoglycosylceramide"]	null	null	0	"C(O)[C@@H]1(C(O)[C@H](O)[C@@H](O)[C@@H](O1)OC[C@H](NC(=O)[R2])[C@H](O)[R1])"
"CGMP"	"3',5'-cyclic GMP"	["cyclic-GMP", "guanosine-cyclic-phosphoric-acid", "cGMP", "guanosine cyclic-monophosphate", "guanosine 3',5'-cyclic-monophosphate", "guanosine 3',5'-cyclic phosphate", "cyclic 3',5'-guanosine monophosphate", "guanosine 3',5'-cyclic monophosphate"]	"C10H11N5O7P"	344.2	-1	"C4([C@@H]3([C@H]([C@H]([C@H](n1(c2(c(nc1)c(=O)[nH]c(N)n2)))O3)O)OP(O4)(=O)[O-]))"
"CH33ADO"	"5'-deoxyadenosine"	["CH<sub>3</sub>Ado"]	"C10H13N5O3"	251.244	0	"C[C@H]3(O[C@@H](n1(c2(c(nc1)c(N)ncn2)))[C@H](O)[C@H](O)3)"
"CH4"	"methane"	[]	"CH4"	16.043	0	"C"
"Chalcones"	"a chalcone"	["a chalconoid"]	null	null	0	null
"Chelate-Complexes"	"a chelate-complex"	[]	null	null	0	null
"Chelators"	"a chelator"	[]	null	null	0	null
"CHITIN"	"chitin"	["[GlcNAc]<sub>n</sub>", "beta-1,4-Poly-N-acetyl-D-glucosamine", "(1&rarr;4)-2-acetamido-2-deoxy-&beta;-D-glucan"]	null	null	0	"CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O"
"Chitin-NAc-2-deoxy-2-amino-D-gluconate"	"[(1&rarr;4)-&beta;-<i>N</i>-acetyl-D-glucosaminyl]<sub>n</sub>-(1&rarr;4)-<i>N</i>-acetyl-2-deoxy-2-amino-D-gluconate"	[]	null	null	-1	"CC(=O)N[C@@H](C([O-])=O)[C@@H](O)[C@@H]([C@H](O)CO)O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3)"
"Chitin-NAc-D-glucono-1-5-lactone"	"[(1&rarr;4)-&beta;-<i>N</i>-acetyl-D-glucosaminyl]<sub>n</sub>-(1&rarr;4)-2-(acetylamino)-2-deoxy-D-glucono-1,5-lactone"	[]	null	null	0	"CC(=O)N[C@@H]4([C@@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)OC(=O)4)"
"CHITOBIOSE"	"<i>N</i>,<i>N'</i>-diacetylchitobiose"	["diacetylchitobiose", "<i>N</i>-[2-[5-acetylamino-4,6-dihydroxy-2-(hydroxymethyl)tetrahydropyran-3-yl]oxy-4,5-dihyrdoxy-6-(hydroxymethyl)tetrahydropyran-3-yl]acetamide", "CBS", "chitobiose", "2-(acetylamino)-4-O-[2-(acetylamino)-2-deoxy-&beta;-D-glucopyranosyl]-2-deoxy-&beta;-D-glucopyranose"]	"C16H28N2O11"	424.404	0	"CC(=O)N[C@H]1(C(O)O[C@H](CO)[C@H]([C@H](O)1)O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](NC(C)=O)2)CO))"
"Chitodextrins"	"a chitodextrin"	["a chtin fragment", "a chitin oligosaccharide"]	null	null	0	"CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O)4))=O"
"Chitosan"	"chitosan"	["&beta;-1,4-poly-D-glucosamine"]	null	null	1	"CC(N[C@H]4([C@H](O[R2])O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)1))[C@H](O)[C@@H](NC(=O)C)2))[C@H](O)[C@@H]([NH3+])3))[C@H](O)4))=O"
"Chitosan-fragments"	"a chitosan fragment"	[]	null	null	1	"CC(=O)N[C@@H]2([C@@H](O)[C@H](O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)[R1])O)[NH3+]))[C@@H](CO)O[C@@H]([R2])2)"
"CHLORALAN-CPD"	"3-chloro-L-alanine"	["&beta;-chloro-L-alanine"]	"C3H6NO2Cl"	123.539	0	"C(Cl)[C@H]([NH3+])C([O-])=O"
"CHLORAMPHENICOL"	"chloramphenicol"	["chlornitromycin", "levomycetin", "levomicetina", "laevomycetinum"]	"C11H12N2O5Cl2"	323.132	0	"C(O)[C@@H](NC(=O)C(Cl)Cl)[C@@H](c1(ccc([N+](=O)[O-])cc1))O"
"CHLORATE"	"chlorate"	["chloric acid"]	"HO3Cl"	84.459	0	"Cl(=O)(O)=O"
"Chlorides"	"an organochlorine compound"	["RCl", "an organic chloride"]	null	null	0	"Cl[R]"
"Chlorins"	"a chlorin"	[]	"C20H16N4"	312.373	0	"c4(c3(\C=C5(\C=C/C(\C=C1(CCC(\N1)=C\C2(\C=C/C(/N=2)=C/c([nH]3)c4)))=N5)))"
"CHLOROACETALDEHYDE"	"chloroacetaldehyde"	["2-chloroacetaldehyde", "2-chloroethanal", "chloroaldehyde", "chloroethanal", "monochloroacetaldehyde"]	"C2H3OCl"	78.498	0	"C(C=O)Cl"
"Chloroaromatic-Compounds"	"a chloroaromatic compound"	[]	null	null	0	null
"Chlorophyllide-e"	"a bacteriochlorophyllide <i>e</i>"	[]	null	null	-2	"C([R2])([R1])CC6(/C7(\C=c4(c(C[R3])c2(C(=O)[CH-]C3(\C1(/[C@@H](CCC(=O)[O-])[C@H](C)C(\N=1)=C(C)\c5(c(C)c(C(O)C)c(n([Mg]n(c\2=3)4)5)\C=C(C(/C=O)=6)/N=7)))))))"
"Chlorophyllides"	"a chlorophyllide"	[]	null	null	0	null
"Chlorophylls"	"a chlorophyll"	["chlorophyll"]	null	null	0	null
"CHOLANATE2"	"3&alpha;,12&alpha;-dihydroxy-7-oxo-5&beta;-cholan-24-oate"	["3&alpha;,12&alpha;-dihydroxy-7-oxo-5&beta;-cholanate"]	"C24H37O5"	405.553	-1	"C[C@@H]([C@H]3(CC[C@H]4([C@@H]2(C(=O)C[C@@H]1(C[C@H](O)CC[C@@](C)1[C@H]2C[C@H](O)[C@](C)34)))))CCC(=O)[O-]"
"Cholanates"	"a cholanate"	["a cholanic acid"]	null	null	0	null
"Cholanoids"	"a cholanoid"	[]	null	null	0	null
"CHOLATE"	"cholate"	["cholic acid", "3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholan-24-oate", "3&alpha;,7&alpha;,12&alpha;-trihydroxy-5-beta-cholanoic acid", "3&alpha;,7&alpha;,12&alpha;-trihydroxy-5-beta-cholanoate"]	"C24H39O5"	407.569	-1	"C[C@H](CCC(=O)[O-])[C@H]2(CC[C@H]3([C@@H]4([C@H](O)C[C@@H]1(C[C@H](O)CC[C@@](C)1[C@@H](C[C@H](O)[C@](C)23)4))))"
"Cholesterol-esters"	"a cholesterol ester"	["a cholesteryl ester"]	null	null	0	"CC(C)CCC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](OC(=O)[R])CC[C@@](C)1[C@H]2CC[C@](C)34))))"
"CHOLINE"	"choline"	["(2-hydroxyethyl)trimethylammonium"]	"C5H14NO"	104.172	1	"C(CO)[N+](C)(C)C"
"CHONDROITIN-4-SULFATE"	"a [chondroitin-sulfate] containing 4-<i>O</i>-sulfo-<i>N</i>-acetylgalactosamine"	["chondroitin 4'-sulfate", "chondroitin-4-sulfate", "[chondroitin]-<i>N</i>-acetyl-galactosamine 4'-sulfate"]	null	null	-5	"CC(=O)N[C@H]8([C@H](O[C@H]6([C@H](O)[C@@H](O)[C@H](O[C@@H]5([C@@H](NC(=O)C)[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](OS(=O)([O-])=O)5))O[C@H](C(=O)[O-])6))O[C@H](CO)[C@H](OS(=O)([O-])=O)[C@H](OC7(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]7O))8)"
"CHONDROITIN-46-DISULFATE"	"a [chondroitin-sulfate] containing 4,6-di-<i>O</i>-sulfo-<i>N</i>-acetyl-D-galactosamine"	["[chondroitin]-<i>N</i>-acetyl-galactosamine 4',6'-disulfate", "[chondroitin]-<i>N</i>-acetyl-galactosamine 4',6'-bissulfate", "[chondroitin]-4-<i>O</i>,6-<i>O</i>-bissulfo-<i>N</i>-acetylgalactosamine"]	null	null	-6	"CC(=O)N[C@H]8([C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](OS(=O)([O-])=O)[C@H](O[C@@H]7(O[C@H](C(=O)[O-])[C@@H](O[C@@H]6(O[C@H](COS([O-])(=O)=O)[C@H](OS(=O)([O-])=O)[C@H](OC5(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]5O))[C@@H](NC(C)=O)6))[C@H](O)[C@@H](O)7))8)"
"Chondroitin-D-glucuronates"	"a &beta;-D-glucuronate in [chondroitin sulfate]"	["a [chondroitin] containing &beta;-D-glucuronate"]	null	null	-1	"[C@@H]1(O[a chondroitin sulfate])([C@H](O)[C@H]([C@H](O[a chondroitin sulfate])[C@@H](C(=O)[O-])O1)O)"
"Chondroitin-GalNAc-6S"	"a [chondroitin-sulfate] containing 6-<i>O</i>-sulfo-<i>N</i>-acetylgalactosamine"	["chondroitin 6'-sulfate", "chondroitin-6-sulfate", "[chondroitin]-<i>N</i>-acetyl-galactosamine 6'-sulfate"]	null	null	-5	"CC(=O)N[C@H]8([C@H](O[C@H]6([C@H](O)[C@@H](O)[C@H](O[C@@H]5([C@@H](NC(=O)C)[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](COS([O-])(=O)=O)[C@H](O)5))O[C@H](C(=O)[O-])6))O[C@H](COS([O-])(=O)=O)[C@H](O)[C@H](OC7(O[C@H](C(=O)[O-])[C@@H](O[R])[C@H](O)[C@H]7O))8)"
"Chondroitin-N-acetyl-galactosamines"	"a [chondroitin] containing <i>N</i>-acetyl-galactosamine-[core protein]"	[]	null	null	-2	"CC(=O)N[C@H]7([C@H](O[C@H]6([C@H](O)[C@@H](O)[C@H](O[C@@H]5([C@@H](NC(=O)C)[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@@H](O[C@H](C(=O)[O-])1)O[C@@H]4([C@@H](O)[C@H](O[C@@H]3([C@@H](O)[C@H](O[C@H]2([C@H](O)[C@@H](O)[C@H](OC[C@H](N[a protein])C(=O)[a protein])OC2))O[C@H](CO)[C@H](O)3))O[C@H](CO)[C@H](O)4)))O[C@H](CO)[C@H](O)5))O[C@H](C(=O)[O-])6))O[C@H](CO)[C@H](O)[C@H](O[R])7)"
