Monomer ID,Log10 Simulated Counts,Log10 Schmidt Validation Counts
PANTOTHENATE-KIN-MONOMER[c],2.5120751075132093,2.4409090820652177
EG11877-MONOMER[c],2.679477840057707,2.506505032404872
EG11012-MONOMER[p],3.162121421369043,2.037426497940624
G7448-MONOMER[c],2.5368291495828252,2.1986570869544226
EG12870-MONOMER[i],0.8272917351746323,1.3010299956639813
G7888-MONOMER[m],1.9500396288406414,1.8692317197309762
EG12267-MONOMER[i],0.9685110979333195,0.3010299956639812
EG11140-MONOMER[c],1.6414680789316705,2.093421685162235
EG10909-MONOMER[c],4.457042649554116,4.599806681904171
EG10977-MONOMER[c],3.2329394174405897,3.6738499773429494
EG12345-MONOMER[c],3.3522305777370978,3.276921132065774
G6103-MONOMER[c],1.6478263848098555,2.342422680822206
G7464-MONOMER[c],2.0131127754357325,1.3010299956639813
G7620-MONOMER[c],2.166145748788405,1.5314789170422551
EG10673-MONOMER[o],4.633679326351283,4.143295907124072
G6263-MONOMER[c],2.320621772976002,1.6989700043360187
SDH-MEMB2[i],3.0482298444856695,1.4771212547196624
EG11184-MONOMER[c],1.8388384162634293,2.03342375548695
G7139-MONOMER[c],2.65425521607813,2.6483600109809315
MDTA[m],1.4977179924144934,2.103803720955957
GLUCONOKINII-MONOMER[c],1.5899884707607428,1.2304489213782739
G6980-MONOMER[i],1.7122350671307018,0.6020599913279624
G7832-MONOMER[m],1.590550680526647,0.3010299956639812
HEMN-MONOMER[c],2.197031614061013,1.8920946026904804
EG12013-MONOMER[p],2.173966598941511,2.1986570869544226
EG11193-MONOMER[c],1.4004337154279318,0.0
ATPD-MONOMER[m],3.6401092340005103,4.383042999305744
EG11472-MONOMER[i],0.8999373826662808,0.3010299956639812
EG10868-MONOMER[c],4.508861056414726,4.502017214827148
EG12433-MONOMER[c],2.7763083066661136,2.060697840353612
G6834-MONOMER[c],1.704151568258151,2.2355284469075487
MANNONOXIDOREDUCT-MONOMER[c],1.8194315706548736,1.3222192947339193
EG12131-MONOMER[c],2.571843421138131,2.9273703630390235
EG11250-MONOMER[c],1.984253859737486,1.0
EG10438-MONOMER[c],3.6930471165962477,3.180412632838324
SECD[i],2.5392096079845112,2.6344772701607315
UGD-MONOMER[c],1.1488273706962142,1.0413926851582251
CELA-MONOMER[c],2.063249141253063,2.7041505168397992
EG10321-MONOMER[e],4.483124767349558,0.6020599913279624
EG10484-MONOMER[c],2.074117473596465,1.3979400086720377
ALARACECAT-MONOMER[c],1.9667476575801057,1.462397997898956
PD01103[c],2.0578096671807584,1.7403626894942439
EG11123-MONOMER[i],2.4126105939510243,1.0413926851582251
EG11149-MONOMER[c],2.6117818800736794,2.5118833609788744
NUON-MONOMER[m],2.142481019899631,1.3222192947339193
APPC-MONOMER[i],1.7006379679031969,0.3010299956639812
FDOI-MONOMER[i],1.3136291434977927,0.0
XASA-MONOMER[i],1.5498530514098594,1.7993405494535817
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO[c],3.4361858257364912,1.9344984512435677
PD03270[c],2.4794391842652,1.6532125137753437
EG10825-MONOMER[c],1.722143426925607,0.3010299956639812
ASPKINIIHOMOSERDEHYDROGII-MONOMER[c],2.3815108676554013,2.53655844257153
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER[c],2.5681946559027886,2.9684829485539352
G6721-MONOMER[c],1.8737028528240194,0.9030899869919435
QUINOLINATE-SYNTHA-MONOMER[c],3.0555918254310543,2.56702636615906
EG10395-MONOMER[c],2.651089231331746,1.146128035678238
ANSA-MONOMER[c],2.728096738751726,2.7442929831226763
PD00261[c],1.4040626097532378,0.0
EG12444-MONOMER[m],0.6368316794238518,1.724275869600789
FUMC-MONOMER[c],2.4011801875387695,2.6981005456233897
UXAC-MONOMER[c],2.3327076049697664,2.1583624920952498
EG11536-MONOMER[i],1.3468933743062492,0.3010299956639812
PD04418[c],2.867873220090705,2.012837224705172
CARDIOLIPSYN-MONOMER[m],2.282166917666205,1.0413926851582251
EG11088-MONOMER[c],2.336647920352277,2.012837224705172
MONOMER0-149[c],2.37771207122354,1.9637878273455553
AAS-MONOMER[i],1.6968426840243047,0.8450980400142568
GALACTARDEHYDRA-MONOMER[c],1.4984356518818247,1.0
SARCOX-MONOMER[c],2.7221539422143692,2.910624404889201
G7133-MONOMER[c],2.006787292055075,1.8195439355418688
GLYCPDIESTER-CYTO-MONOMER[c],2.3164355840326953,2.292256071356476
EG10905-MONOMER[c],4.59424848206016,4.241870088685619
MONOMER0-4534[c],2.4903728394945253,2.7745169657285498
FLAVODOXIN2-MONOMER[c],2.66841806826335,2.8394780473741985
G7681-MONOMER[i],3.334108759000897,3.735997884091794
EG11014-MONOMER[c],2.0610078187644456,0.0
EG12347-MONOMER[i],2.485083638640489,2.575187844927661
LEUD-MONOMER[c],3.6348992502825186,3.709269960975831
FTSX-MONOMER[o],1.9703514769410553,1.5440680443502757
G7757-MONOMER[c],2.6711865313300858,2.6283889300503116
HOMOSERKIN-MONOMER[c],2.989079181592908,2.7745169657285498
EG11099-MONOMER[c],1.1627339855704795,1.8808135922807914
G7352-MONOMER[m],3.6018816720681337,3.137670537236755
G7118-MONOMER[c],2.5471997774786277,2.424881636631067
PGLUCISOM[c],3.481236345884061,3.6629466143326246
EG12213-MONOMER[i],2.18868719622949,1.7853298350107671
EG10817-MONOMER[c],1.7852708666165285,2.250420002308894
EG11535-MONOMER[c],1.7057750944980157,1.3222192947339193
AROG-MONOMER[c],3.233249996224994,3.8247114434647345
G7036-MONOMER[c],1.6373646044642904,0.6020599913279624
LUMAZINESYN-MONOMER[c],3.281134066625185,3.865814380167968
EG11080-MONOMER[c],2.4216544703716876,3.0989896394011773
DPPF-MONOMER[i],3.1901808082238245,2.4913616938342726
EG11231-MONOMER[c],4.523615659748534,1.9395192526186185
EG10746-MONOMER[c],2.538431443903167,2.6444385894678386
EG11516-MONOMER[c],1.7579661714081216,0.7781512503836436
G6527-MONOMER[p],3.3548801393002456,2.8041394323353503
EG10215-MONOMER[c],2.953919477898216,2.7489628612561616
FABB-MONOMER[c],3.3688727081012546,4.129303107716051
ARGSUCCINSYN-MONOMER[c],3.663221979639967,3.9204364065507584
EG11890-MONOMER[m],0.7374420802967042,2.7427251313046983
G6993-MONOMER[c],3.3939129028017443,3.268343913951065
EG11517-MONOMER[c],2.561182338779429,2.27415784926368
PD04099[c],2.226621782565113,0.9030899869919435
G6762-MONOMER[o],1.9028917533131995,0.8450980400142568
RPOD-MONOMER[c],2.7428116998540655,2.812244696800369
EG11913-MONOMER[c],1.7426409360626565,0.47712125471966244
ACSERLYA-MONOMER[c],4.2811913508970685,4.865157295383265
EG50003-MONOMER[c],5.11613046820981,4.461573553902823
TRYPTOPHAN-MONOMER[c],1.3040679187154973,2.788168371141168
DMBPPRIBOSYLTRANS-MONOMER[c],1.4889261164897578,1.9242792860618816
RBSB-MONOMER[m],2.525084806013421,3.7023443583557687
SORB6PDEHYDROG-MONOMER[c],1.8443613481169154,0.6989700043360189
EG11062-MONOMER[c],1.3277684377899248,2.130333768495006
TRYPSYN-BPROTEIN[c],3.3387237085558703,3.730620797887283
SPERMACTRAN-MONOMER[c],3.206282326316702,1.9590413923210936
YHHO-MONOMER[i],1.3651404132115266,1.1139433523068367
EG11776-MONOMER[c],2.56035086142,2.311753861055754
ICITDEHASE-KIN-PHOSPHA[c],1.181982899108787,0.6020599913279624
EG11179-MONOMER[c],2.9717442734701676,2.785329835010767
YGJU-MONOMER[i],2.372798101369003,1.7708520116421442
G6646-MONOMER[c],2.3441828085048626,1.6232492903979006
SERS-MONOMER[c],3.5234384322324477,3.4029488293444046
G7735-MONOMER[c],1.493055210926363,1.6020599913279623
PD00196[c],4.101836647973417,3.54703589974001
XYLH-MONOMER[i],1.573645991068755,0.0
ADENPRIBOSYLTRAN-MONOMER[c],3.3994154333023214,3.486005186362242
EG12130-MONOMER[c],2.6577698840475694,2.7693773260761385
G7049-MONOMER[i],1.287809812955715,0.9030899869919435
G7487-MONOMER[c],0.9946021240177775,0.47712125471966244
EG11919-MONOMER[i],1.7035218990372736,0.6020599913279624
G6364-MONOMER[c],2.5674923929522486,2.9858753573083936
EG10015-MONOMER[i],2.6900202528766455,3.188647295999717
EG11192-MONOMER[c],2.877130307207589,2.851869600729766
GLUCOSE-1-PHOSPHAT-MONOMER[p],2.3911665396501975,2.7007037171450192
EG11084-MONOMER[c],1.7150673667181164,2.173186268412274
G6983-MONOMER[c],0.9881523165502649,0.47712125471966244
G7420-MONOMER[c],0.9426317670502328,0.9030899869919435
EG11199-MONOMER[c],3.0303978625742234,3.6202401898458314
PORPHOBILSYNTH-MONOMER[c],2.8728379527682613,2.6444385894678386
UMPKI-MONOMER[c],3.2105344540938487,2.851869600729766
MMUM-MONOMER[c],1.8554091810480955,2.1818435879447726
B2975-MONOMER[i],1.919931094400362,0.3010299956639812
EG11874-MONOMER[c],2.2467644275381744,1.1139433523068367
ZNUA-MONOMER[p],2.7394700877117497,2.6384892569546374
EG11985-MONOMER[i],2.2299959716941173,1.792391689498254
CYDA-MONOMER[m],1.062523562598075,2.537819095073274
G6930-MONOMER[c],2.224425794505851,2.290034611362518
SECB[c],3.6749030697428986,4.22365166718718
YBAL-MONOMER[i],1.832171480101596,1.9395192526186185
XYLE-MONOMER[i],1.5733583664759048,0.3010299956639812
EG11414-MONOMER[c],1.7223353102443935,1.4313637641589874
BADH-MONOMER[c],2.367553291494606,1.9344984512435677
EG10687-MONOMER[c],2.5352707217724575,1.6020599913279623
RIB5PISOMA-MONOMER[c],3.275979222219312,3.4407517004791854
ASPKINIHOMOSERDEHYDROGI-MONOMER[c],3.299425161839865,3.756179516843809
EG12410-MONOMER[c],2.5180840717809954,3.396548037987132
GMP-SYN-MONOMER[c],3.3388723493075863,3.5878231713189552
EG12114-MONOMER[c],2.8830606853634473,2.9169800473203824
G6452-MONOMER[m],1.972145328193534,1.7403626894942439
PGLUCONDEHYDRAT-MONOMER[c],1.610271346102862,1.9138138523837167
EG10315-MONOMER[l],2.186239964795931,1.255272505103306
G7455-MONOMER[c],2.22866920580483,2.294466226161593
EG12234-MONOMER[c],2.374345050499539,2.481442628502305
ANGLYC3PDEHYDROGSUBUNITC-MONOMER[i],2.021167092807003,0.0
EG11306-MONOMER[c],2.5826047270765238,2.6414741105040997
G7609-MONOMER[i],2.2863678025003287,1.5797835966168101
EG11662-MONOMER[c],1.587411543788814,0.47712125471966244
EG10879-MONOMER[c],4.484898737520866,3.7886632131208575
EG11118-MONOMER[c],2.4993591334576495,2.184691430817599
CYTOCHROMEC552-MONOMER[p],1.140012886536187,0.0
G6838-MONOMER[c],1.3956248558836928,0.3010299956639812
POTA-MONOMER[i],2.381570724890382,2.3979400086720375
EG11105-MONOMER[c],3.226255258189696,1.2787536009528289
NANE-MONOMER[c],1.980737736735921,1.3617278360175928
EG12146-MONOMER[c],2.9658615233008447,2.3654879848909
HYDROPEROXIDI-MONOMER[c],2.7412121338603215,3.342422680822206
G6199-MONOMER[c],0.20203351462118485,1.9731278535996986
EG11831-MONOMER[c],1.9027343523805489,1.7634279935629373
EG11187-MONOMER[c],1.685426284759171,1.505149978319906
EG12633-MONOMER[c],2.7407672102046954,2.146128035678238
EG10237-MONOMER[c],2.1558064484131956,1.7781512503836436
EG10201-MONOMER[p],2.9747436232475133,3.130333768495006
G6104-MONOMER[p],3.1261323836761132,3.2317243833285163
UDP-NACMUR-ALA-LIG-MONOMER[c],2.4077943783640534,2.639486489268586
METHYLENETHFREDUCT-MONOMER[c],2.847976867593408,3.642068627341504
PD01520[c],2.750609426436094,2.271841606536499
EG10271-MONOMER[i],3.4108829470165554,2.9138138523837167
G6140-MONOMER[c],1.089806523390236,1.6334684555795864
EG10169-MONOMER[i],2.315943222006905,0.9542425094393249
EG10690-MONOMER[c],2.4466340581381947,1.6434526764861874
ATPF-MONOMER[i],3.3524438013239024,3.9537113804275554
SPED-MONOMER[c],3.3133518676762184,3.2506639194632436
G6423-MONOMER[c],2.8931393724306687,2.53655844257153
THRS-MONOMER[c],3.5739802863175814,2.9731278535996988
G6698-MONOMER[c],1.6739138004671903,1.505149978319906
EG10885-MONOMER[c],4.455988839548161,4.3048565939970285
ATPB-MONOMER[i],3.3982582252640428,3.0629578340845103
EG12394-MONOMER[c],3.119019389502844,3.114610984232173
G7530-MONOMER[c],2.546997581160914,2.8312296938670634
G7593-MONOMER[c],3.1825044604991493,2.639486489268586
G7651-MONOMER[c],2.041082598199567,0.8450980400142568
EG11121-MONOMER[c],2.7321547026251474,1.8325089127062364
SAPF-MONOMER[i],1.8376712459134403,1.4913616938342726
G7723-MONOMER[c],0.8386671920305567,0.3010299956639812
G6453-MONOMER[c],2.1014718149358838,1.2304489213782739
DSBC-MONOMER[p],3.2011140492964096,3.1528995963937474
ACYLCOASYN-MONOMER[c],1.8164757146440078,2.1789769472931693
G6615-MONOMER[p],2.7577755464612856,2.6866362692622934
EG11775-MONOMER[c],1.1170428180530216,1.5563025007672873
BIOTIN-SYN-MONOMER[c],2.946323731769023,2.5646660642520893
G7698-MONOMER[c],2.6669071313966626,2.6180480967120925
DAPASYN-MONOMER[c],2.5639098176053157,2.146128035678238
ARTI-MONOMER[p],2.549884797884669,3.285107029566812
CYDD-MONOMER[i],2.1322444706625494,1.7853298350107671
PHOP-MONOMER[c],2.9875967184054737,3.4724638966069894
HOMOCYSMET-MONOMER[c],4.317270440351062,4.712523434877695
TRE6PHYDRO-MONOMER[c],0.8053898818515323,0.6989700043360189
EUTB-MONOMER[c],2.2023041688302767,1.5185139398778875
EG11554-MONOMER[c],3.1307686209877956,3.836577274840649
EG10651-MONOMER[c],2.7223656774107585,2.3138672203691533
FLIF-FLAGELLAR-MS-RING[i],2.9684218546157966,0.0
EG12312-MONOMER[c],1.8781924186283991,1.8573324964312685
G6868-MONOMER[c],2.5238018535783384,1.7323937598229686
CPXR-MONOMER[c],2.811392005613089,2.9703468762300935
G7008-MONOMER[c],1.9564335406768012,1.6334684555795864
DSERDEAM-MONOMER[c],2.1857240122210198,1.8325089127062364
EG11288-MONOMER[c],1.848293991441473,2.305351369446624
PITA-MONOMER[i],2.1015750508814186,2.3201462861110542
S-ADENMETSYN-MONOMER[c],3.656395666768704,4.096910013008056
G7080-MONOMER[o],2.366224671392959,1.7781512503836436
DTMPKI-MONOMER[c],3.0935095363448055,2.311753861055754
MALDEXPHOSPHORYL-MONOMER[c],2.2435161414846276,2.439332693830263
EG11239-MONOMER[c],2.501174545613313,2.5477747053878224
G7194-MONOMER[c],1.6944236087258766,1.3222192947339193
PGLYCEROLTRANSI-MONOMER[i],1.6312676996064372,1.8920946026904804
BCCP-MONOMER[c],3.709839223482199,3.41077723337721
ATPPHOSRIBOSTRANS-MONOMER[c],3.106723939429176,3.604873770552636
H2PTEROATESYNTH-MONOMER[c],2.461965668024838,2.3502480183341627
TETRAACYLDISACC4KIN-MONOMER[m],1.4663625735219254,1.1760912590556813
PD01896[c],1.7717675332831166,1.3010299956639813
G7928-MONOMER[c],1.6023602013540745,0.47712125471966244
G7667-MONOMER[i],2.9032780511106413,1.1139433523068367
FRUB-MONOMER[i],2.1821022555976235,2.4800069429571505
TNAB-MONOMER[i],1.3066125724808977,1.0413926851582251
AROE-MONOMER[c],2.3460954476571927,2.0863598306747484
EG10834-MONOMER[c],2.577909397532017,1.8864907251724818
G6680-MONOMER[c],2.597438523380983,2.2227164711475833
EG10873-MONOMER[c],4.9817330950075,4.790334432897676
ARGT-MONOMER[p],3.0447660949660738,3.7897216939809217
E1O-MONOMER[c],3.296874685597226,3.2322335211147335
GLUTCYSLIG-MONOMER[c],2.555598968464612,2.741151598851785
GUANYL-KIN-MONOMER[c],2.826260891306815,2.6414741105040997
PD01196[c],2.081685789273485,1.4313637641589874
EG12177-MONOMER[c],2.1938937492755763,1.1139433523068367
ASPKINIII-MONOMER[c],3.1621503108359046,3.5706596700215343
PD00205[c],1.7891724046103106,2.7489628612561616
CYTDEAM-MONOMER[c],3.093703173014695,3.4865721505183562
G6500-MONOMER[c],2.173175855805402,1.2041199826559248
G7296-MONOMER[c],2.025604953256734,1.7160033436347992
EG12176-MONOMER[c],2.605391247075833,2.7168377232995247
G7425-MONOMER[c],1.4322529425339452,1.2304489213782739
G7606-MONOMER[m],2.1595665517749194,2.271841606536499
G6329-MONOMER[c],2.1796327555418293,1.7558748556724915
G6633-MONOMER[c],2.657340211233578,2.1492191126553797
PURK-MONOMER[c],2.788673951908986,2.357934847000454
ACETYLORNTRANSAM-MONOMER[c],2.614458701231734,3.593286067020457
PHOQ-MONOMER[i],1.6496413260033742,1.1139433523068367
UROGENDECARBOX-MONOMER[c],2.4716935566656133,1.505149978319906
G6979-MONOMER[c],2.599164687082739,0.8450980400142568
PD00194[c],2.8851747405950734,2.812244696800369
NUOF-MONOMER[m],2.3192978239040403,2.595496221825574
EG12407-MONOMER[c],2.0297980902513633,1.8325089127062364
G6705-MONOMER[p],1.9919706501138954,1.0
EG11643-MONOMER[i],1.4357447748514394,0.3010299956639812
G7654-MONOMER[c],2.3916402877877494,2.0453229787866576
G7148-MONOMER[i],1.5390843938330723,0.3010299956639812
EG10461-MONOMER[c],3.134749883060963,3.3215984304653436
EG12049-MONOMER[i],1.6596765189775549,1.3979400086720377
MALONYL-COA-ACP-TRANSACYL-MONOMER[c],3.285081189316882,3.5296869537729165
EG11398-MONOMER[p],2.3428238038334035,3.322219294733919
G6749-MONOMER[c],1.6285436428515987,2.278753600952829
PRPPAMIDOTRANS-MONOMER[c],3.065143943942558,2.887617300335736
CYSP-MONOMER[p],2.8991340500574907,3.592731766393962
EG11920-MONOMER[c],1.168831788422016,2.1492191126553797
ACONITATEDEHYDRB-MONOMER[c],3.5910491009874512,3.8806421264042847
G6642-MONOMER[c],2.617730716842921,2.484299839346786
EG11984-MONOMER[c],2.2453344958094026,1.6232492903979006
G7263-MONOMER[c],1.7995216060109918,1.6020599913279623
EG12036-MONOMER[c],1.4270920557118276,0.0
EG10907-MONOMER[c],4.497844943228216,4.345432547499147
EG11132-MONOMER[c],2.8640995512826732,2.4683473304121573
ADENODEAMIN-MONOMER[c],2.3744548047981477,2.404833716619938
AICARTRANSIMPCYCLO-CPLX[c],3.107260869230018,3.4360035356698964
NUOA-MONOMER[m],2.5349847193809687,2.6414741105040997
G6924-MONOMER[c],2.0020648335649294,1.8512583487190752
ALPHA-AMYL-PERI-MONOMER[p],2.030824978280139,1.380211241711606
G7188-MONOMER[c],3.3495873730249373,3.0909630765957314
CARBPSYN-LARGE[c],3.2747225198622463,3.647969458362972
G7269-MONOMER[c],1.648786322225607,1.919078092376074
G7319-MONOMER[c],2.650419804024092,2.428134794028789
G7312-MONOMER[c],3.773910270529135,3.351216345339342
G7854-MONOMER[c],1.8115913550584426,1.505149978319906
EG10544-MONOMER[m],5.433794144332068,4.689663965015771
NARL-MONOMER[c],2.884746332786008,3.093421685162235
HYAB-MONOMER[i],1.0501987524871832,0.3010299956639812
RIBULP3EPIM-MONOMER[c],2.8722483056919215,2.720159303405957
EG12399-MONOMER[c],2.209662818771132,2.5327543789924976
FRUA-MONOMER[i],1.9659724180119977,2.2380461031287955
EG11592-MONOMER[c],3.4261408226812216,3.6161603128475828
G6645-MONOMER[c],2.4843830284857855,2.060697840353612
EG11404-MONOMER[c],3.237023194238891,3.4413808849165113
EG10679-MONOMER[i],2.093486898766778,3.6101276130759956
RSTA-MONOMER[c],2.5630186188594073,2.387389826338729
EG11068-MONOMER[c],2.0932483266618793,1.146128035678238
EG11073-MONOMER[c],2.9889306936183937,2.8188854145940097
EG10306-MONOMER[o],2.950394865819096,1.3010299956639813
EG11794-MONOMER[c],2.382048385811929,2.089905111439398
G7128-MONOMER[i],4.086488175554857,3.150449409460881
CHAINI-MONOMER[c],2.5387055568760486,2.906335041805091
EG10108-MONOMER[c],4.084965707807114,3.88058495606498
EG10204-MONOMER[c],1.655683684768269,1.8750612633917
ADENYLATECYC-MONOMER[c],1.732275871796249,0.6020599913279624
EG12703-MONOMER[c],3.007332923089635,3.4092566520389096
EG12352-MONOMER[c],3.33525771743824,3.037027879755775
F16B-MONOMER[c],2.976619248807879,2.975431808509263
G7575-MONOMER[c],0.6451095865250475,1.8512583487190752
KDGALDOL-MONOMER[c],1.5007249268507463,0.6020599913279624
G7087-MONOMER[c],4.295890988757481,4.3070251187186726
EG11320-MONOMER[c],2.211445799223928,2.326335860928751
G7876-MONOMER[c],3.00551310774655,3.0330214446829107
RBSC-MONOMER[m],1.5699923637255548,0.8450980400142568
EG12874-MONOMER[i],1.6416698220808401,2.285557309007774
PD00521[c],2.561848800277828,2.173186268412274
EG11811-MONOMER[c],0.9276985335327834,0.6020599913279624
EG11281-MONOMER[c],1.870490750264665,0.9542425094393249
EG11859-MONOMER[c],1.8473130582260369,0.3010299956639812
GLTP-MONOMER[i],1.8251900147137954,0.9030899869919435
G6932-MONOMER[c],2.940474731296061,2.716003343634799
G7871-MONOMER[p],1.642146932097707,1.6532125137753437
THREODEHYD-MONOMER[c],2.2086439901433437,2.2600713879850747
G6661-MONOMER[c],1.8430341393003955,2.012837224705172
EG11038-MONOMER[c],2.210871526428445,1.2787536009528289
EG10244-MONOMER[c],2.3509982706770454,1.7481880270062005
PD04028[c],1.2869700471191974,1.0
YCFU-MONOMER[p],1.837280738429908,1.4771212547196624
EG11396-MONOMER[c],2.252130715637903,2.3891660843645326
PD00257[c],3.5684393094191322,3.311541958401195
EG10861-MONOMER[c],2.908873299391229,1.9637878273455553
G6422-MONOMER[p],3.213723620315239,3.5403294747908736
G369-MONOMER[c],3.341960561174074,1.2304489213782739
CYOC-MONOMER[i],3.2387173866414654,1.2787536009528289
EG11036-MONOMER[c],4.658575292588796,5.402180535957251
EG10376-MONOMER[c],2.4488894623560924,2.6127838567197355
G6815-MONOMER[c],2.044465715414645,1.2787536009528289
G6362-MONOMER[c],2.895573480916217,1.1760912590556813
PNUC-MONOMER[i],2.562915347430811,1.7853298350107671
NUOE-MONOMER[m],2.505005628931339,2.8744818176994666
EG11497-MONOMER[c],2.1652898090949138,2.305351369446624
G7531-MONOMER[c],1.9623274310368217,0.3010299956639812
EG10658-MONOMER[m],2.9466412715595167,3.244029589030022
EG11467-MONOMER[c],2.721815966548825,2.03342375548695
CMPKI-MONOMER[c],2.1044904101505026,2.978180516937414
G6412-MONOMER[i],1.6025604799822009,1.9138138523837167
G7663-MONOMER[c],2.691108121059125,2.3096301674258988
BIOTIN-CARBOXYL-MONOMER[c],3.356864291871583,3.2579184503140586
ERYTH4PDEHYDROG-MONOMER[c],2.4740298443660254,2.0530784434834195
GLUTKIN-MONOMER[c],2.7180859863030413,2.833147111912785
CREB-MONOMER[c],1.620736681329068,0.9542425094393249
N-ACETYLTRANSFER-MONOMER[c],2.6479082321546263,2.5237464668115646
EG11023-MONOMER[c],2.580920625615843,2.0863598306747484
EG11178-MONOMER[c],3.0299180065229696,3.186391215695493
DMSA-MONOMER[i],0.9701984315835639,0.3010299956639812
GCVT-MONOMER[c],2.753415689199857,2.821513528404773
EG11649-MONOMER[c],2.303132441172312,0.9542425094393249
MALIC-NADP-MONOMER[c],2.64557365054488,2.6720978579357175
EG10862-MONOMER[c],2.3236516417019595,2.1172712956557644
ATOC-MONOMER[c],1.5286620436179896,0.47712125471966244
CHEY-MONOMER[c],3.3217359203441097,1.462397997898956
G7744-MONOMER[c],2.77757016630579,3.3736474722092176
MACA[m],2.225319550886356,1.5185139398778875
EG12693-MONOMER[c],1.5768811195328747,1.0413926851582251
EG10122-MONOMER[c],1.9407160446387917,1.8388490907372552
GLUCONREDUCT-MONOMER[c],0.9317486179093233,2.7795964912578244
NICOTINAMID-MONOMER[c],2.533717522452423,1.5440680443502757
FHUD-MONOMER[p],1.781848684962105,1.6720978579357175
EG10857-MONOMER[c],2.932609279499843,2.816241299991783
G6892-MONOMER[p],2.293242951003151,0.0
G7696-MONOMER[c],3.033147360676645,2.924795995797912
AERGLYC3PDEHYDROG-MONOMER[i],3.977627278224856,2.1335389083702174
G6713-MONOMER[c],1.1368063092274785,0.0
E1P-MONOMER[c],3.538481689196625,3.7646243978509815
EG10908-MONOMER[c],4.419918766481423,3.9455670534423883
EG10927-MONOMER[c],1.3213654036086142,0.9030899869919435
G7001-MONOMER[i],2.3707125314770816,2.645422269349092
EG10899-MONOMER[c],3.5695550651722856,3.959804316508338
G6774-MONOMER[c],2.338040237849224,1.8512583487190752
BIOTINLIG-MONOMER[c],2.058275668933559,1.3010299956639813
GLUTRACE-MONOMER[c],2.201602759556079,1.8325089127062364
EG10125-MONOMER[c],3.072890996536165,2.4471580313422194
PSERPHOSPHA-MONOMER[c],2.04587917551433,2.2764618041732443
G6093-MONOMER[m],3.5184659408443544,3.307496037913213
G7168-MONOMER[c],1.4403460876019871,0.8450980400142568
EG10975-MONOMER[c],2.733918179971996,2.4800069429571505
EG11870-MONOMER[c],2.090301195937909,1.8750612633917
EG11936-MONOMER[c],2.6490467438848575,2.6190933306267428
EG11035-MONOMER[o],2.1613165653243898,3.123851640967086
MANNPDEHYDROG-MONOMER[c],2.02058506279846,2.8609366207000937
EG11607-MONOMER[c],3.716478110967082,3.325720858019412
EG12371-MONOMER[i],2.1783102390507354,2.4771212547196626
DCTP-DEAM-MONOMER[c],2.317027179560662,2.710963118995276
EG13236-MONOMER[c],0.4875087259380731,0.47712125471966244
CPDB-MONOMER[p],2.396318272214357,2.130333768495006
G7287-MONOMER[c],0.7108151911921593,1.1760912590556813
PPENTOMUT-MONOMER[c],2.201889231291349,3.0056094453602804
EG10941-MONOMER[c],2.1910848634594866,2.2600713879850747
G6804-MONOMER[c],1.4581070692358196,1.9493900066449128
IDONDEHYD-MONOMER[c],0.6662287088784749,2.439332693830263
G7879-MONOMER[c],2.065024768449614,1.2041199826559248
EG11399-MONOMER[p],2.340002875507748,1.8808135922807914
G7580-MONOMER[c],1.9051003775070976,1.1760912590556813
EG11291-MONOMER[o],2.472177691788026,2.6580113966571126
AROL-MONOMER[c],1.8550241108082157,2.833147111912785
ACETOLACTSYNIII-ICHAIN-MONOMER[c],2.3743087005404444,2.645422269349092
G7242-MONOMER[c],2.402048637998769,1.9731278535996986
EG12116-MONOMER[c],2.239039403829144,1.3424226808222062
G7932-MONOMER[c],0.6469076421901087,0.0
YHBN-MONOMER[o],2.704878304446321,3.0350292822023683
EG10973-MONOMER[c],1.9308069298893131,1.7481880270062005
EG10126-MONOMER[m],2.4870434943629185,2.8305886686851442
PD03028[c],1.9507630668764706,1.8129133566428555
G6454-MONOMER[i],1.5450261439529955,0.47712125471966244
NUOM-MONOMER[m],2.127204757702394,1.0413926851582251
G6539-MONOMER[c],2.853408862381341,3.0090257420869104
YJFT-MONOMER[c],1.449299745240985,1.462397997898956
EG10955-MONOMER[c],2.3381307734493997,1.8512583487190752
EG10488-MONOMER[p],1.6287898509590277,1.2041199826559248
USHA-MONOMER[p],2.4332959999028456,2.561101383649056
EG10698-MONOMER[c],3.107682417510742,3.093421685162235
6PFK-2-MONOMER[c],2.1605064165785004,2.9731278535996988
EG10625-MONOMER[c],2.32743557325656,1.6020599913279623
G6849-MONOMER[c],1.5035891812008904,2.1760912590556813
HISJ-MONOMER[p],3.5331312108613098,4.03181227133037
G6706-MONOMER[c],1.3471589513137325,0.6989700043360189
EG11153-MONOMER[c],2.972314540503165,2.890421018800914
EG11929-MONOMER[c],2.087192582956862,1.8512583487190752
G6460-MONOMER[c],2.6055157167814946,0.6020599913279624
EG11895-MONOMER[i],2.371255205730631,0.6020599913279624
G6496-MONOMER[i],2.0742293725908723,2.429752280002408
EG11091-MONOMER[c],2.253897995524972,2.3961993470957363
EG10886-MONOMER[c],4.531336310883767,3.9910487764526765
