Monomer ID,Simulated Counts,Schmidt Validation Counts
G7352-MONOMER[m],3997.3579560529083,1372.0
G7118-MONOMER[c],351.53300056695724,265.0
PGLUCISOM[c],3027.561142400114,4601.0
EG12213-MONOMER[i],153.41418594695662,60.0
EG10817-MONOMER[c],59.99171799779936,177.0
EG11535-MONOMER[c],49.7896353178586,20.0
AROG-MONOMER[c],1709.9999475382283,6678.0
G7036-MONOMER[c],42.38749778062802,3.0
LUMAZINESYN-MONOMER[c],1909.4429209189332,7341.0
EG11080-MONOMER[c],263.0307262964151,1255.0
DPPF-MONOMER[i],1548.4615662821018,309.0
EG11231-MONOMER[c],33388.94162210028,86.0
EG10746-MONOMER[c],344.4867880254914,440.0
EG11516-MONOMER[c],56.27514158011447,5.0
G6527-MONOMER[p],2263.0193758736546,636.0
EG10215-MONOMER[c],898.3308220506666,560.0
FABB-MONOMER[c],2337.151824914927,13467.0
ARGSUCCINSYN-MONOMER[c],4603.918832790622,8325.0
EG11890-MONOMER[m],4.463136858736874,552.0
G6993-MONOMER[c],2475.9252636520073,1854.0
EG11517-MONOMER[c],363.0678581361971,187.0
PD04099[c],167.5084883133117,7.0
G6762-MONOMER[o],78.96349233950467,6.0
RPOD-MONOMER[c],552.1102412794785,648.0
EG11913-MONOMER[c],54.289280210118534,2.0
ACSERLYA-MONOMER[c],19105.949286098916,73308.0
EG50003-MONOMER[c],130655.33393014985,28944.0
TRYPTOPHAN-MONOMER[c],19.14039198049103,613.0
DMBPPRIBOSYLTRANS-MONOMER[c],29.82663473466089,83.0
RBSB-MONOMER[m],334.0308552716912,5038.0
SORB6PDEHYDROG-MONOMER[c],68.88135994809151,4.0
EG11062-MONOMER[c],20.270046423759677,134.0
TRYPSYN-BPROTEIN[c],2180.341734388533,5377.0
SPERMACTRAN-MONOMER[c],1606.9862335981895,90.0
YHHO-MONOMER[i],22.181440157705598,12.0
EG11776-MONOMER[c],362.37149979304075,204.0
ICITDEHASE-KIN-PHOSPHA[c],14.20487657440686,3.0
EG11179-MONOMER[c],936.0101028300736,609.0
YGJU-MONOMER[i],234.93811283748042,58.0
G6646-MONOMER[c],219.89343488111118,41.0
SERS-MONOMER[c],3336.631858659783,2528.0
G7735-MONOMER[c],30.12111948078532,39.0
PD00196[c],12641.607291867402,3523.0
XYLH-MONOMER[i],36.46674729102147,0.0
ADENPRIBOSYLTRAN-MONOMER[c],2507.507670230884,3061.0
EG12130-MONOMER[c],453.74704332434493,587.0
G7049-MONOMER[i],18.40036107332765,7.0
G7487-MONOMER[c],8.8764785308593,2.0
EG11919-MONOMER[i],49.52681221380842,3.0
G6364-MONOMER[c],368.39617400449833,967.0
EG10015-MONOMER[i],488.80166023269936,1543.0
EG11192-MONOMER[c],752.581637038069,710.0
GLUCOSE-1-PHOSPHAT-MONOMER[p],245.13112664569644,501.0
EG11084-MONOMER[c],50.88805201882146,148.0
G6983-MONOMER[c],8.730884472855644,2.0
G7420-MONOMER[c],7.762575380885328,7.0
EG11199-MONOMER[c],1071.5013871748135,4170.0
PORPHOBILSYNTH-MONOMER[c],745.1702897763727,440.0
UMPKI-MONOMER[c],1622.8071676507645,710.0
MMUM-MONOMER[c],70.68184600016899,151.0
B2975-MONOMER[i],82.16318130941077,1.0
EG11874-MONOMER[c],175.5080136252699,12.0
ZNUA-MONOMER[p],547.8707505088972,434.0
EG11985-MONOMER[i],168.8227900446802,61.0
CYDA-MONOMER[m],10.548446389552739,344.0
G6930-MONOMER[c],166.65858423311352,194.0
SECB[c],4729.456680377599,16735.0
YBAL-MONOMER[i],66.94718674434002,86.0
XYLE-MONOMER[i],36.44194202480731,1.0
EG11414-MONOMER[c],51.76370824328918,26.0
BADH-MONOMER[c],232.10591378069944,85.0
EG10687-MONOMER[c],341.9815208554107,39.0
RIB5PISOMA-MONOMER[c],1886.9010248268162,2758.0
ASPKINIHOMOSERDEHYDROGI-MONOMER[c],1991.623105309691,5703.0
EG12410-MONOMER[c],328.6735250027028,2491.0
GMP-SYN-MONOMER[c],2181.088443778634,3870.0
EG12114-MONOMER[c],762.942524263551,825.0
G6452-MONOMER[m],92.78757962978864,54.0
PGLUCONDEHYDRAT-MONOMER[c],39.76348875112385,81.0
EG10315-MONOMER[l],152.54651533900548,17.0
G7455-MONOMER[c],168.30477455790933,196.0
EG12234-MONOMER[c],235.78001868690157,302.0
ANGLYC3PDEHYDROGSUBUNITC-MONOMER[i],103.99463129720634,0.0
EG11306-MONOMER[c],381.47647406490114,437.0
G7609-MONOMER[i],192.36051873599516,37.0
EG11662-MONOMER[c],37.67332775683165,2.0
EG10879-MONOMER[c],30541.088941189446,6146.0
EG11118-MONOMER[c],314.76146872427205,152.0
CYTOCHROMEC552-MONOMER[p],12.80425224450253,0.0
G6838-MONOMER[c],23.867083684863328,1.0
POTA-MONOMER[i],239.7524552689856,249.0
EG11105-MONOMER[c],1682.663349680434,18.0
NANE-MONOMER[c],94.66162121031971,22.0
EG12146-MONOMER[c],923.4033768734895,231.0
HYDROPEROXIDI-MONOMER[c],550.0768075944173,2199.0
G6199-MONOMER[c],0.5923316029650979,93.0
EG11831-MONOMER[c],78.93451649880974,57.0
EG11187-MONOMER[c],47.46478436429416,31.0
EG12633-MONOMER[c],549.5125325071753,139.0
EG10237-MONOMER[c],142.15497597368753,59.0
EG10201-MONOMER[p],942.5037339654518,1349.0
G6104-MONOMER[p],1336.0030059492176,1704.0
UDP-NACMUR-ALA-LIG-MONOMER[c],254.73747821985833,435.0
METHYLENETHFREDUCT-MONOMER[c],703.6555349593633,4385.0
PD01520[c],562.130988076739,186.0
EG10271-MONOMER[i],2574.62686901542,819.0
G6140-MONOMER[c],11.29720812622008,42.0
EG10169-MONOMER[i],205.98707241499858,8.0
EG10690-MONOMER[c],278.6623856967412,43.0
ATPF-MONOMER[i],2250.3540676489206,8988.0
SPED-MONOMER[c],2056.5569643303093,1780.0
G6423-MONOMER[c],780.8786823989711,343.0
THRS-MONOMER[c],3748.559816955579,939.0
G6698-MONOMER[c],46.19693546585224,31.0
EG10885-MONOMER[c],28574.17110270943,20176.0
ATPB-MONOMER[i],2500.832473216354,1155.0
EG12394-MONOMER[c],1314.2835530048817,1301.0
G7530-MONOMER[c],351.36890848920194,677.0
G7593-MONOMER[c],1521.3147680062168,435.0
G7651-MONOMER[c],108.9214878552951,6.0
EG11121-MONOMER[c],538.7028390419187,67.0
SAPF-MONOMER[i],67.813119465381,30.0
G7723-MONOMER[c],5.897110628102223,1.0
G6453-MONOMER[c],125.31991214082252,16.0
DSBC-MONOMER[p],1587.963968795905,1421.0
ACYLCOASYN-MONOMER[c],64.53536380240722,150.0
G6615-MONOMER[p],571.5000730950129,485.0
EG11775-MONOMER[c],12.093110045023822,35.0
BIOTIN-SYN-MONOMER[c],882.7384111928295,366.0
G7698-MONOMER[c],463.4159548891937,414.0
DAPASYN-MONOMER[c],365.3614908187006,139.0
ARTI-MONOMER[p],353.71928296736587,1927.0
CYDD-MONOMER[i],134.5952482877497,60.0
PHOP-MONOMER[c],970.844359510048,2967.0
HOMOCYSMET-MONOMER[c],20761.059932153323,51584.0
TRE6PHYDRO-MONOMER[c],5.388367356634247,4.0
EUTB-MONOMER[c],158.33242602242993,32.0
EG11554-MONOMER[c],1350.3524115328003,6863.0
EG10651-MONOMER[c],526.673977682373,205.0
FLIF-FLAGELLAR-MS-RING[i],928.8691823896892,0.0
EG12312-MONOMER[c],74.5426853152354,71.0
G6868-MONOMER[c],333.0425986526404,53.0
CPXR-MONOMER[c],646.7270073851054,933.0
G7008-MONOMER[c],89.45520051387751,42.0
DSERDEAM-MONOMER[c],152.3642066000898,67.0
EG11288-MONOMER[c],69.51702656107331,201.0
PITA-MONOMER[i],125.34994315938742,208.0
S-ADENMETSYN-MONOMER[c],4532.10383158853,12499.0
G7080-MONOMER[o],231.39387170358634,59.0
DTMPKI-MONOMER[c],1239.2508585525854,204.0
MALDEXPHOSPHORYL-MONOMER[c],174.1927547138239,274.0
EG11239-MONOMER[c],316.0841587649751,352.0
G7194-MONOMER[c],48.47930704463152,20.0
PGLYCEROLTRANSI-MONOMER[i],41.78265176378661,77.0
BCCP-MONOMER[c],5125.715570189612,2574.0
ATPPHOSRIBOSTRANS-MONOMER[c],1277.5683200660271,4025.0
H2PTEROATESYNTH-MONOMER[c],288.7114555096463,223.0
TETRAACYLDISACC4KIN-MONOMER[m],28.26594644460751,14.0
PD01896[c],58.12450711101144,19.0
G7928-MONOMER[c],39.0276599242219,2.0
G7667-MONOMER[i],799.346501927072,12.0
FRUB-MONOMER[i],151.09055881671958,301.0
TNAB-MONOMER[i],19.258746611175834,10.0
AROE-MONOMER[c],220.86839804939345,121.0
EG10834-MONOMER[c],377.3636423006442,76.0
G6680-MONOMER[c],394.76603815086673,166.0
EG10873-MONOMER[c],95880.11924167728,61706.0
ARGT-MONOMER[p],1107.577589807526,6161.0
E1O-MONOMER[c],1979.9553444587102,1706.0
GLUTCYSLIG-MONOMER[c],358.4172926264636,550.0
GUANYL-KIN-MONOMER[c],669.2871463641244,437.0
PD01196[c],119.69403015366463,26.0
EG12177-MONOMER[c],155.2765263261385,12.0
ASPKINIII-MONOMER[c],1451.6142854690963,3720.0
PD00205[c],60.542113181915255,560.0
CYTDEAM-MONOMER[c],1239.8039661859261,3065.0
G6500-MONOMER[c],147.99642763173458,15.0
G7296-MONOMER[c],105.0730247507838,51.0
EG12176-MONOMER[c],402.0799973887583,520.0
G7425-MONOMER[c],26.05533666858483,16.0
G7606-MONOMER[m],143.39978671944536,186.0
G6329-MONOMER[c],150.22819044550144,56.0
G6633-MONOMER[c],453.29735808723893,140.0
PURK-MONOMER[c],613.7151998585097,227.0
ACETYLORNTRANSAM-MONOMER[c],410.58420628281056,3919.0
PHOQ-MONOMER[i],43.6314838561791,12.0
UROGENDECARBOX-MONOMER[c],295.2740107255497,31.0
G6979-MONOMER[c],396.3421954579046,6.0
PD00194[c],766.6703032847008,648.0
NUOF-MONOMER[m],207.59208439937527,393.0
EG12407-MONOMER[c],106.10212562910316,67.0
G6705-MONOMER[p],97.16815981367466,9.0
EG11643-MONOMER[i],26.273744947873567,1.0
G7654-MONOMER[c],245.39976414719015,110.0
G7148-MONOMER[i],33.6006608675614,1.0
EG10461-MONOMER[c],1362.7974782194567,2096.0
EG12049-MONOMER[i],44.67478576309778,24.0
MALONYL-COA-ACP-TRANSACYL-MONOMER[c],1926.885288619035,3385.0
EG11398-MONOMER[p],219.20329023752802,2099.0
G6749-MONOMER[c],41.51514287115587,189.0
PRPPAMIDOTRANS-MONOMER[c],1160.833631860366,771.0
CYSP-MONOMER[p],791.7459830154208,3914.0
EG11920-MONOMER[c],13.751350711262068,140.0
ACONITATEDEHYDRB-MONOMER[c],3898.8607569857636,7596.0
G6642-MONOMER[c],413.69683121591805,304.0
EG11984-MONOMER[c],174.92780971769494,41.0
G7263-MONOMER[c],62.02627005778363,39.0
EG12036-MONOMER[c],25.7357305548601,0.0
EG10907-MONOMER[c],31465.246696784987,22152.0
EG11132-MONOMER[c],730.3066982688252,293.0
ADENODEAMIN-MONOMER[c],235.83986496635816,253.0
AICARTRANSIMPCYCLO-CPLX[c],1279.1500255838184,2728.0
NUOA-MONOMER[m],341.75572649955205,437.0
G6924-MONOMER[c],99.47657753408231,70.0
ALPHA-AMYL-PERI-MONOMER[p],106.35566792292643,23.0
G7188-MONOMER[c],2235.595120223244,1232.0
CARBPSYN-LARGE[c],1881.4459697360132,4445.0
G7269-MONOMER[c],43.543703443837416,82.0
G7319-MONOMER[c],446.1155806701581,267.0
G7312-MONOMER[c],5940.69384749574,2244.0
G7854-MONOMER[c],63.80243946759243,31.0
EG10544-MONOMER[m],271514.19812147034,48939.0
NARL-MONOMER[c],765.9134117959879,1239.0
HYAB-MONOMER[i],10.225320574072454,1.0
RIBULP3EPIM-MONOMER[c],744.1578924238189,524.0
EG12399-MONOMER[c],161.05514313669252,340.0
FRUA-MONOMER[i],91.46394483381768,172.0
EG11592-MONOMER[c],2666.723550210105,4131.0
G6645-MONOMER[c],304.05842836756517,114.0
EG11404-MONOMER[c],1724.9300657731158,2762.0
EG10679-MONOMER[i],123.01862122238164,4074.0
RSTA-MONOMER[c],364.6104655491822,243.0
EG11068-MONOMER[c],122.9505124630597,13.0
EG11073-MONOMER[c],973.8340575403035,658.0
EG10306-MONOMER[o],891.0616428097334,19.0
EG11794-MONOMER[c],240.01739371102022,122.0
G7128-MONOMER[i],12202.605937890126,1413.0
CHAINI-MONOMER[c],344.7049172151997,805.0
EG10108-MONOMER[c],12159.899735492125,7595.0
EG10204-MONOMER[c],44.25678353386769,74.0
ADENYLATECYC-MONOMER[c],52.98534383977671,3.0
EG12703-MONOMER[c],1016.0280312737168,2565.0
EG12352-MONOMER[c],2163.0022970877944,1088.0
F16B-MONOMER[c],946.587337817054,944.0
G7575-MONOMER[c],3.4168188389837773,70.0
KDGALDOL-MONOMER[c],30.67560560150495,3.0
G7087-MONOMER[c],19763.734678587905,20277.0
EG11320-MONOMER[c],161.7218223044983,211.0
G7876-MONOMER[c],1011.7753156358248,1078.0
RBSC-MONOMER[m],36.152869638687854,6.0
EG12874-MONOMER[i],42.81974259218189,192.0
PD00521[c],363.6269798595167,148.0
EG11811-MONOMER[c],7.4663951344260555,3.0
EG11281-MONOMER[c],73.21483910694796,8.0
EG11859-MONOMER[c],69.3579307495236,1.0
GLTP-MONOMER[i],65.86363987521075,7.0
G6932-MONOMER[c],870.9161688154146,519.0
G7871-MONOMER[p],42.867908818531966,44.0
THREODEHYD-MONOMER[c],160.67541713857656,181.0
G6661-MONOMER[c],68.66812771289352,102.0
EG11038-MONOMER[c],161.50679548735133,18.0
EG10244-MONOMER[c],223.38729888573778,55.0
PD04028[c],18.362884153555452,9.0
YCFU-MONOMER[p],67.75127212100858,29.0
EG11396-MONOMER[c],177.7025359740804,244.0
PD00257[c],3701.024677573596,2048.0
EG10861-MONOMER[c],809.7245034478368,91.0
G6422-MONOMER[p],1634.7752028337827,3469.0
G369-MONOMER[c],2196.6602914388554,16.0
CYOC-MONOMER[i],1731.6761068979106,18.0
EG11036-MONOMER[c],45558.11640627491,252452.0
EG10376-MONOMER[c],280.11852299168453,409.0
G6815-MONOMER[c],109.78111077959198,18.0
G6362-MONOMER[c],785.2732142260596,14.0
PNUC-MONOMER[i],364.5235369146726,60.0
NUOE-MONOMER[m],318.89365711383545,748.0
EG11497-MONOMER[c],145.3153225684002,201.0
G7531-MONOMER[c],90.69115238704723,1.0
EG10658-MONOMER[m],883.3848037601146,1753.0
EG11467-MONOMER[c],526.0064936850712,107.0
CMPKI-MONOMER[c],126.20096619648285,950.0
G6412-MONOMER[i],39.04612328011644,81.0
G7663-MONOMER[c],490.0301067801899,203.0
BIOTIN-CARBOXYL-MONOMER[c],2273.3866204963683,1810.0
ERYTH4PDEHYDROG-MONOMER[c],296.8721117705458,112.0
GLUTKIN-MONOMER[c],521.499628867564,680.0
CREB-MONOMER[c],40.757710717853996,8.0
N-ACETYLTRANSFER-MONOMER[c],443.537325352603,333.0
EG11023-MONOMER[c],379.9961837772678,121.0
EG11178-MONOMER[c],1070.3170247479827,1535.0
DMSA-MONOMER[i],8.3368080734832,1.0
GCVT-MONOMER[c],565.7815299615661,662.0
EG11649-MONOMER[c],199.97055930954616,8.0
MALIC-NADP-MONOMER[c],441.15409394802936,469.0
EG10862-MONOMER[c],209.69374455396448,130.0
ATOC-MONOMER[c],32.780186549921346,2.0
CHEY-MONOMER[c],2096.6639778548815,28.0
G7744-MONOMER[c],598.1977395088983,2363.0
MACA[m],167.00397251043196,32.0
EG12693-MONOMER[c],36.7468851330991,10.0
EG10122-MONOMER[c],86.24007788670463,68.0
GLUCONREDUCT-MONOMER[c],7.545719189838973,601.0
NICOTINAMID-MONOMER[c],340.75708162982943,34.0
FHUD-MONOMER[p],59.513000119663296,46.0
EG10857-MONOMER[c],855.2671431322352,654.0
G6892-MONOMER[p],195.44589179982748,0.0
G7696-MONOMER[c],1078.3128822962124,840.0
AERGLYC3PDEHYDROG-MONOMER[i],9496.893121677582,135.0
G6713-MONOMER[c],12.702705036298012,0.0
E1P-MONOMER[c],3454.2676110823554,5815.0
EG10908-MONOMER[c],26296.760539336203,8821.0
EG10927-MONOMER[c],19.95875126753023,7.0
G7001-MONOMER[i],233.80780647826018,441.0
EG10899-MONOMER[c],3710.547860581693,9115.0
G6774-MONOMER[c],216.79115488448915,70.0
BIOTINLIG-MONOMER[c],113.36040084447022,19.0
GLUTRACE-MONOMER[c],158.07530315421332,67.0
EG10125-MONOMER[c],1181.7446616800148,279.0
PSERPHOSPHA-MONOMER[c],110.1422476908001,188.0
G6093-MONOMER[m],3298.635298019139,2029.0
G7168-MONOMER[c],26.564244123567423,6.0
EG10975-MONOMER[c],540.8987883654441,301.0
EG11870-MONOMER[c],122.11222941606536,74.0
EG11936-MONOMER[c],444.70421775089403,415.0
EG11035-MONOMER[o],143.9828275267419,1329.0
MANNPDEHYDROG-MONOMER[c],103.85401450846076,725.0
EG11607-MONOMER[c],5204.687707658509,2116.0
EG12371-MONOMER[i],149.76836981779095,299.0
DCTP-DEAM-MONOMER[c],206.50433763522733,513.0
EG13236-MONOMER[c],2.0726191003706083,2.0
CPDB-MONOMER[p],248.06819430269843,134.0
G7287-MONOMER[c],4.138249530075188,14.0
PPENTOMUT-MONOMER[c],158.18026790301087,1012.0
EG10941-MONOMER[c],154.26903843040526,181.0
G6804-MONOMER[c],27.71488420112019,88.0
IDONDEHYD-MONOMER[c],3.6369104519503335,274.0
G7879-MONOMER[c],115.15148548427162,15.0
EG11399-MONOMER[p],217.77761093887878,75.0
G7580-MONOMER[c],79.3711860835373,14.0
EG11291-MONOMER[o],295.60446998541926,454.0
AROL-MONOMER[c],70.61831695845933,680.0
ACETOLACTSYNIII-ICHAIN-MONOMER[c],235.76020129532375,441.0
G7242-MONOMER[c],251.37634008190182,93.0
EG12116-MONOMER[c],172.39613140883986,21.0
G7932-MONOMER[c],3.435143153862493,0.0
YHBN-MONOMER[o],505.84866209653165,1083.0
EG10973-MONOMER[c],84.27209438131005,55.0
EG10126-MONOMER[m],305.93293647134175,676.0
PD03028[c],88.28182660892851,64.0
G6454-MONOMER[i],34.07729893866928,2.0
NUOM-MONOMER[m],133.03084564366048,10.0
G6539-MONOMER[c],712.5244547892785,1020.0
YJFT-MONOMER[c],27.138422431000127,28.0
EG10955-MONOMER[c],216.8365616514068,70.0
EG10488-MONOMER[p],41.53925218171152,15.0
USHA-MONOMER[p],270.20394331791573,363.0
EG10698-MONOMER[c],1280.3932074639788,1239.0
6PFK-2-MONOMER[c],143.7126233819,939.0
EG10625-MONOMER[c],211.53750265693168,39.0
G6849-MONOMER[c],30.885202625133584,149.0
HISJ-MONOMER[p],3411.960098217298,10759.0
G6706-MONOMER[c],21.241237686126066,4.0
EG11153-MONOMER[c],937.2412880485214,776.0
EG11929-MONOMER[c],121.23415734951891,70.0
G6460-MONOMER[c],402.1955375141874,3.0
EG11895-MONOMER[i],234.10139481807914,3.0
G6496-MONOMER[i],117.63951772326534,268.0
EG11091-MONOMER[c],178.4312140096131,248.0
EG10886-MONOMER[c],33987.837497075845,9795.0
EG10339-MONOMER[c],113.87983797743665,572.0
G7864-MONOMER[e],193.98073146333073,194.0
G6243-MONOMER[p],55.73100108829842,41.0
NAPA-MONOMER[p],5.105905673181733,1.0
GLYC3PDEHYDROGBIOSYN-MONOMER[c],705.3475922923384,327.0
G6209-MONOMER[c],92.86855637853188,365.0
G7719-MONOMER[c],94.37294147838692,0.0
EG10777-MONOMER[i],180.2350055234081,318.0
EG10920-MONOMER[c],66218.29859093366,28385.0
YCFW-MONOMER[i],33.14913190373961,2.0
G6178-MONOMER[c],0.896873273336646,2.0
EG11449-MONOMER[c],18.560577325103193,73.0
G6380-MONOMER[c],146.06280657841955,131.0
EG11916-MONOMER[c],583.7448275912544,100.0
ENTA-MONOMER[c],1755.4997125066693,142.0
GLUTAMIDOTRANS-MONOMER[c],640.6589135519531,1575.0
EG11096-MONOMER[i],4322.976679691515,5021.0
G7837-MONOMER[o],85.57697396856524,50.0
MONOMER0-2383[c],59.13695455898101,10.0
EG10335-MONOMER[c],4514.418128357227,5649.0
CARNRACE-MONOMER[c],1.9517754791753095,59.0
G7828-MONOMER[c],57.13170701464315,104.0
G7528-MONOMER[i],248.82391939700517,212.0
PD00763[c],167.5341799076249,23.0
EG10911-MONOMER[c],27864.542933541583,2322.0
UDP-NACMURALGLDAPLIG-MONOMER[c],139.06098837386915,512.0
YBDE-MONOMER[m],681.0101716724392,356.0
EG10876-MONOMER[c],29678.514114860507,6986.0
EG10255-MONOMER[p],103.9495105835233,214.0
EG10571-MONOMER[c],517.6736955706102,30.0
CELC-MONOMER[c],109.44973882877429,1.0
GLYCEROL-KIN-MONOMER[c],6737.628222369607,496.0
EG12865-MONOMER[c],193.37644677927418,1.0
DIOHBUTANONEPSYN-MONOMER[c],780.8147751376763,371.0
EG11255-MONOMER[c],520.1140129825257,69.0
G7873-MONOMER[i],75.34521970615981,12.0
EG10870-MONOMER[c],33501.99354882957,34889.0
ADCLY-MONOMER[c],1776.1247681894667,28.0
EG10454-MONOMER[c],164.81398306132144,45.0
EG11598-MONOMER[c],340.74607075388394,458.0
G6450-MONOMER[i],1295.7094382532553,1344.0
EG10914-MONOMER[c],26527.838915181168,33110.0
EG12278-MONOMER[c],124.85776682627706,91.0
POTG-MONOMER[i],77.5662775149671,44.0
PHOSPHASERSYN-MONOMER[c],271.5982166286454,296.0
EG11547-MONOMER[c],221.1430422441858,237.0
EG12283-MONOMER[p],16.7591630380845,10.0
EG10860-MONOMER[c],317.2953682665479,24.0
PROP-MONOMER[i],177.1846108718821,268.0
G6955-MONOMER[i],607.0851559088478,139.0
HOMOCYSMETB12-MONOMER[c],259.14963964338665,421.0
SPOT-MONOMER[c],35.8373335845894,14.0
AMYLOMALT-MONOMER[c],56.99549469557053,65.0
MEND-MONOMER[i],311.04901146392103,2.0
SMALLILVN-MONOMER[c],1188.337718719481,1075.0
PROTOPORGENOXI-MONOMER[i],139.56469280174983,106.0
G7452-MONOMER[c],536.7387247768195,59.0
MONOMER0-4521[c],99.57968546181898,60.0
CHAA-MONOMER[i],158.8252053628753,43.0
EG12334-MONOMER[m],25.36575620427665,21.0
NAD-SYNTH-MONOMER[c],3263.856363216413,3939.0
EG11846-MONOMER[p],31.133991715059903,19.0
EG11600-MONOMER[c],244.85879839757774,821.0
G6245-MONOMER[c],329.8408859442145,306.0
LIVG-MONOMER[m],536.1017535870527,203.0
G7647-MONOMER[c],30.30859328787822,288.0
G6811-MONOMER[c],76.63794475000786,17.0
OMPR-MONOMER[c],774.0110239490238,828.0
PD04032[c],275.6139162959608,990.0
G7564-MONOMER[c],319.9890771218706,1052.0
G6269-MONOMER[c],296.05774781349254,39.0
EG10168-MONOMER[p],344.535863047076,47.0
G6887-MONOMER[c],522.5250730342581,296.0
G6990-MONOMER[o],116.74371244833829,73.0
EG12188-MONOMER[c],110.67241379788244,42.0
XYLISOM-MONOMER[c],10.729278703320551,260.0
EG11235-MONOMER[c],145.09548315526035,25.0
ASPCARBCAT-MONOMER[c],11364.052083858938,8888.0
G7714-MONOMER[c],159.54265305201906,25.0
NUOK-MONOMER[m],92.22234797327438,229.0
MONOMER0-1981[c],377.59967897227904,74.0
PD00214[c],1275.3097407549938,395.0
EG11195-MONOMER[c],811.0655485039097,511.0
ASPAMINOTRANS-MONOMER[c],8847.645496082472,6985.0
RED-THIOREDOXIN-MONOMER[c],9513.862501965052,20951.0
PDXY-MONOMER[c],778.0638804477722,85.0
EG11664-MONOMER[c],228.57791787650038,282.0
KDOTRANS-MONOMER[m],138.55506602869676,31.0
G6550-MONOMER[c],182.14987104832667,69.0
EG10284-MONOMER[c],169.60157879304987,373.0
EG11125-MONOMER[c],53.083971186025366,309.0
ZNUC-MONOMER[i],86.33261165830181,22.0
G7166-MONOMER[c],34.63533039040829,15.0
PD00348[c],5979.638368975108,5360.0
PHOSPHOGLUCMUT-MONOMER[c],982.5123566015719,1344.0
G7650-MONOMER[c],467.79954597098555,628.0
EG12237-MONOMER[c],41.34536432532261,2.0
G7740-MONOMER[c],304.37871316956677,561.0
G6425-MONOMER[c],266.3896276984688,135.0
G6970-MONOMER[c],142.21564632835955,20.0
EG12098-MONOMER[c],436.3283864883624,391.0
G7659-MONOMER[p],685.0279829294285,1567.0
EG12165-MONOMER[c],141.20155394874024,54.0
G7941-MONOMER[c],101.08962298909724,24.0
G6414-MONOMER[o],5763.2949914027,202.0
EG10528-MONOMER[o],131.7464155633167,903.0
YDHE-MONOMER[i],69.53489781025571,8.0
EG10437-MONOMER[c],313.97751683398326,239.0
G7748-MONOMER[c],10361.397452099003,3753.0
MHPELY-MONOMER[c],3.3462068209270086,13.0
G6635-MONOMER[c],379.0456628224197,706.0
EG11338-MONOMER[c],952.0491020003227,3968.0
G7137-MONOMER[c],134.21101329802482,494.0
G6616-MONOMER[c],1913.089750363372,127.0
ARGDECARBOXBIO-MONOMER[p],701.2391837336335,1295.0
G7925-MONOMER[c],118.51244639161649,223.0
G7683-MONOMER[p],344.78460164076427,35.0
EG10355-MONOMER[c],674.1183367809999,265.0
DIENOYLCOAREDUCT-MONOMER[c],29.514459614822755,43.0
EG10878-MONOMER[c],25048.753389098627,18397.0
EG10865-MONOMER[c],26412.26490988331,14191.0
GRXB-MONOMER[c],2877.6488480839594,2666.0
G6320-MONOMER[m],801.5589358542283,1475.0
MONOMER0-2001[c],12421.17328420865,10996.0
SECY[m],396.5628710890519,651.0
LACTALDREDUCT-MONOMER[c],51.447730750424746,41.0
G7055-MONOMER[c],173.35221188117342,628.0
G7221-MONOMER[i],237.77661229030718,114.0
G7949-MONOMER[c],2784.7613674537665,1.0
G6894-MONOMER[m],152.44592015643218,85.0
L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER[c],874.9294610532046,4025.0
DTDPGLUCDEHYDRAT-MONOMER[c],580.4433815770512,1009.0
EG12201-MONOMER[c],25.804521206886534,33.0
BRANCHED-CHAINAMINOTRANSFER-MONOMER[c],1812.871287797889,2609.0
G6855-MONOMER[p],40.267919573268465,0.0
ALPHA-AMYL-CYTO-MONOMER[c],431.89054210207405,109.0
DSBG-MONOMER[p],484.04128361815714,130.0
G6967-MONOMER[c],78.59095032568801,30.0
HISTPHOSTRANS-MONOMER[c],611.279285889457,2203.0
GPT-MONOMER[c],1562.9022991585837,3383.0
RELA-MONOMER[c],158.0157570279803,64.0
ARCA-MONOMER[c],3256.4248678922795,3367.0
ERYTHRON4PDEHYDROG-MONOMER[c],364.1542017950441,737.0
YLIC-MONOMER[i],58.74932327442769,72.0
EG10828-MONOMER[c],32.61341581447924,34.0
EG11093-MONOMER[c],142.60763736432156,353.0
G7630-MONOMER[c],71.48984407894565,30.0
EG11390-MONOMER[m],28827.375426546914,37520.0
EG10854-MONOMER[o],248.68847018938416,290.0
G7511-MONOMER[c],1346.597551330966,1610.0
CHAINF-MONOMER[c],1202.9033220633362,149.0
DCTA-MONOMER[m],113.76953805880572,37.0
NARG-MONOMER[m],3.957121868233839,0.0
G7397-MONOMER[c],86.4173320356803,143.0
EG11807-MONOMER[p],124.05230884123124,1716.0
G6144-MONOMER[c],56.86427565751995,37.0
GLUTATHIONE-SYN-MONOMER[c],525.641859765995,1279.0
EG11839-MONOMER[c],11.020076337279491,12.0
G6152-MONOMER[c],322.6195213023384,0.0
EG12609-MONOMER[c],20.004310872465066,118.0
EG12705-MONOMER[c],140.97666916529673,171.0
GALPMUT-MONOMER[c],484.7394168067552,836.0
EG11122-MONOMER[i],269.5674911837649,4.0
VALINE-PYRUVATE-AMINOTRANSFER-MONOMER[c],593.247519018735,553.0
